ID	Num. utterances	Num. tokens	Expression Lexicon Size (ELS)	Expression Variety (EV)	Expression Repetition (ER)	Voc. Overlap	ENTR	L	LMAX
123124_and_019020_2_tsv	22.0	109.0	12.0	0.11009174311926606	0.25688073394495414	0.19230769230769232	1.1917077730219827	1.4722222222222223	3.0
013014_and_063064_12_tsv	42.0	259.0	24.0	0.09266409266409266	0.444015444015444	0.19540229885057472	1.1780461479290074	1.4105263157894736	3.0
141142_and_121122_11_tsv	36.0	196.0	21.0	0.10714285714285714	0.3877551020408163	0.2702702702702703	0.7978469659700187	1.211111111111111	3.0
065066_and_123124_14_tsv	23.0	93.0	11.0	0.11827956989247312	0.3225806451612903	0.19230769230769232	0.29747224891928964	1.0526315789473684	2.0
041042_and_017018_11_tsv	44.0	240.0	24.0	0.1	0.37916666666666665	0.23076923076923078	0.9056034561430477	1.2621359223300972	3.0
039040_and_005006_3_tsv	18.0	101.0	10.0	0.09900990099009901	0.2871287128712871	0.1875	0.49418293484978865	1.1081081081081081	2.0
081082_and_057058_5_tsv	49.0	261.0	22.0	0.0842911877394636	0.3103448275862069	0.1875	0.7938175997840174	1.2783505154639174	3.0
141142_and_121122_8_tsv	33.0	223.0	23.0	0.1031390134529148	0.32286995515695066	0.22727272727272727	0.7414621847047848	1.1954022988505748	3.0
047048_and_043044_10_tsv	31.0	223.0	24.0	0.10762331838565023	0.35874439461883406	0.20833333333333334	0.6631968402398287	1.1724137931034482	2.0
137138_and_069070_6_tsv	28.0	214.0	30.0	0.14018691588785046	0.4252336448598131	0.3037974683544304	1.1536040248137702	1.3936170212765957	3.0
097098_and_109110_13_tsv	30.0	161.0	20.0	0.12422360248447205	0.422360248447205	0.24193548387096775	0.9633241137385219	1.2916666666666667	3.0
121122_and_045046_10_tsv	25.0	195.0	26.0	0.13333333333333333	0.3641025641025641	0.2647058823529412	1.2143501155908485	1.5810810810810811	6.0
027028_and_007008_9_tsv	77.0	411.0	53.0	0.12895377128953772	0.31386861313868614	0.28888888888888886	0.882659045430924	1.2446808510638299	4.0
021022_and_003004_15_tsv	32.0	204.0	19.0	0.09313725490196079	0.35294117647058826	0.25	0.388238977512362	1.076086956521739	2.0
035036_and_007008_9_tsv	72.0	390.0	43.0	0.11025641025641025	0.4128205128205128	0.2905982905982906	0.8696184098736506	1.2411764705882353	3.0
067068_and_045046_5_tsv	30.0	203.0	18.0	0.08866995073891626	0.23645320197044334	0.18421052631578946	0.5731393980555146	1.1358024691358024	2.0
077078_and_119120_4_tsv	40.0	170.0	16.0	0.09411764705882353	0.2235294117647059	0.17647058823529413	0.4044483864864384	1.0806451612903225	2.0
131132_and_039040_11_tsv	29.0	163.0	15.0	0.09202453987730061	0.36809815950920244	0.19402985074626866	0.7629641082282188	1.25	4.0
011012_and_021022_4_tsv	38.0	408.0	42.0	0.10294117647058823	0.4387254901960784	0.2543859649122807	0.989742823896929	1.302857142857143	3.0
011012_and_021022_5_tsv	28.0	299.0	42.0	0.14046822742474915	0.411371237458194	0.35714285714285715	0.9724743579841844	1.2937062937062938	5.0
131132_and_039040_10_tsv	42.0	215.0	25.0	0.11627906976744186	0.34418604651162793	0.21839080459770116	0.6861549474202004	1.1827956989247312	2.0
077078_and_119120_5_tsv	55.0	337.0	39.0	0.11572700296735905	0.42136498516320475	0.30392156862745096	0.8176338568998316	1.22	3.0
021022_and_003004_14_tsv	29.0	200.0	18.0	0.09	0.37	0.18292682926829268	0.7146259800174547	1.178082191780822	3.0
027028_and_007008_8_tsv	45.0	326.0	32.0	0.09815950920245399	0.3374233128834356	0.24770642201834864	0.8977288007035775	1.253968253968254	3.0
067068_and_045046_4_tsv	29.0	165.0	18.0	0.10909090909090909	0.40606060606060607	0.22580645161290322	0.9491912500871044	1.278688524590164	3.0
035036_and_007008_8_tsv	38.0	265.0	31.0	0.1169811320754717	0.27547169811320754	0.2708333333333333	0.9149969315869357	1.2621359223300972	3.0
097098_and_109110_12_tsv	28.0	170.0	14.0	0.08235294117647059	0.28823529411764703	0.16901408450704225	0.7642045065086203	1.2222222222222223	2.0
121122_and_045046_11_tsv	26.0	153.0	26.0	0.16993464052287582	0.33986928104575165	0.2878787878787879	1.0258108057602806	1.3181818181818181	3.0
137138_and_069070_7_tsv	24.0	132.0	12.0	0.09090909090909091	0.2803030303030303	0.1896551724137931	1.3893152742980253	1.5833333333333333	3.0
047048_and_043044_11_tsv	32.0	183.0	20.0	0.1092896174863388	0.4098360655737705	0.2608695652173913	0.844658507289092	1.2317073170731707	3.0
081082_and_057058_4_tsv	22.0	140.0	13.0	0.09285714285714286	0.2785714285714286	0.20754716981132076	1.2164876768854185	1.441860465116279	3.0
141142_and_121122_9_tsv	59.0	320.0	24.0	0.075	0.34375	0.1826086956521739	0.8097321820647316	1.2155172413793103	3.0
041042_and_017018_10_tsv	21.0	163.0	20.0	0.12269938650306748	0.37423312883435583	0.24242424242424243	0.9019788348678401	1.2575757575757576	3.0
005006_and_027028_16_tsv	35.0	207.0	21.0	0.10144927536231885	0.4492753623188406	0.23880597014925373	1.1696536778593618	1.4054054054054055	3.0
039040_and_005006_2_tsv	23.0	103.0	9.0	0.08737864077669903	0.22330097087378642	0.12903225806451613	0.4488644887230293	1.09375	2.0
065066_and_123124_15_tsv	31.0	201.0	15.0	0.07462686567164178	0.36318407960199006	0.1595744680851064	-0.0	1.0	1.0
127128_and_027028_1_tsv	26.0	99.0	10.0	0.10101010101010101	0.36363636363636365	0.1702127659574468	1.2627581339199316	1.4848484848484849	4.0
141142_and_121122_10_tsv	47.0	400.0	30.0	0.075	0.38	0.17073170731707318	1.0380558689539625	1.3252032520325203	3.0
013014_and_063064_13_tsv	39.0	230.0	16.0	0.06956521739130435	0.3739130434782609	0.14736842105263157	0.5435644431995964	1.125	2.0
123124_and_019020_3_tsv	27.0	110.0	7.0	0.06363636363636363	0.3	0.14285714285714285	0.7455178428108284	1.2121212121212122	2.0
145146_and_041042_5_tsv	29.0	177.0	18.0	0.1016949152542373	0.3615819209039548	0.2236842105263158	0.5225593745369408	1.1176470588235294	2.0
049050_and_005006_14_tsv	26.0	162.0	17.0	0.10493827160493827	0.36419753086419754	0.25862068965517243	0.6925435154743458	1.2238805970149254	3.0
pair07_and_pair20_10_tsv	19.0	152.0	16.0	0.10526315789473684	0.23684210526315788	0.1875	0.8700820018717123	1.2653061224489797	3.0
107108_and_143144_7_tsv	36.0	322.0	26.0	0.08074534161490683	0.38509316770186336	0.21359223300970873	0.549084141275004	1.1209677419354838	3.0
039040_and_005006_14_tsv	28.0	167.0	21.0	0.12574850299401197	0.3473053892215569	0.21333333333333335	1.1567796494470395	1.4	3.0
pair07_and_pair20_04_tsv	19.0	112.0	13.0	0.11607142857142858	0.4017857142857143	0.2549019607843137	1.1629782836437468	1.4	3.0
097098_and_109110_5_tsv	40.0	290.0	32.0	0.1103448275862069	0.35517241379310344	0.20909090909090908	0.9089420171620173	1.263157894736842	3.0
051052_and_097098_2_tsv	42.0	226.0	21.0	0.09292035398230089	0.2920353982300885	0.17647058823529413	0.7689123385846881	1.2	3.0
pair05_and_pair12_16_tsv	52.0	282.0	25.0	0.08865248226950355	0.31560283687943264	0.17592592592592593	0.7074805946818027	1.174757281553398	3.0
pair15_and_pair17_14_tsv	34.0	187.0	18.0	0.0962566844919786	0.3582887700534759	0.19230769230769232	0.8234175970398536	1.2686567164179106	4.0
057058_and_107108_15_tsv	30.0	237.0	16.0	0.06751054852320675	0.21518987341772153	0.125	0.5608251769947301	1.1666666666666667	3.0
pair05_and_pair12_02_tsv	28.0	110.0	17.0	0.15454545454545454	0.36363636363636365	0.22	1.4060432231054154	1.605263157894737	5.0
137138_and_069070_10_tsv	36.0	247.0	27.0	0.10931174089068826	0.39271255060728744	0.2111111111111111	1.0077144853132018	1.31	4.0
025026_and_011012_13_tsv	25.0	210.0	21.0	0.1	0.38571428571428573	0.2602739726027397	1.0335167062460875	1.3222222222222222	3.0
pair09_and_pair17_15_tsv	28.0	184.0	20.0	0.10869565217391304	0.30434782608695654	0.20270270270270271	0.9979538421611863	1.3432835820895523	4.0
045046_and_049050_16_tsv	38.0	275.0	37.0	0.13454545454545455	0.41454545454545455	0.3522727272727273	1.202045618724669	1.4090909090909092	4.0
pair09_and_pair17_01_tsv	24.0	141.0	11.0	0.07801418439716312	0.28368794326241137	0.17857142857142858	0.6343095546405662	1.16	2.0
107108_and_143144_15_tsv	30.0	211.0	14.0	0.06635071090047394	0.27014218009478674	0.15463917525773196	0.4980278865344765	1.109375	2.0
037038_and_099100_4_tsv	30.0	127.0	17.0	0.13385826771653545	0.3543307086614173	0.2727272727272727	0.7973265101474423	1.2413793103448276	2.0
pair22_and_pair18_09_tsv	46.0	282.0	29.0	0.10283687943262411	0.32978723404255317	0.27710843373493976	1.147502294468313	1.3982300884955752	3.0
007008_and_069070_8_tsv	34.0	219.0	24.0	0.1095890410958904	0.4018264840182648	0.25301204819277107	0.5207375686265201	1.1170212765957446	2.0
153154_and_039040_5_tsv	30.0	199.0	20.0	0.10050251256281408	0.40703517587939697	0.24358974358974358	1.1031077397242708	1.408450704225352	3.0
075076_and_047048_16_tsv	34.0	149.0	12.0	0.08053691275167785	0.26174496644295303	0.171875	0.3372900666170139	1.0625	2.0
075076_and_047048_14_tsv	32.0	134.0	16.0	0.11940298507462686	0.3656716417910448	0.21428571428571427	0.8667256130949591	1.2884615384615385	2.0
153154_and_039040_7_tsv	30.0	257.0	21.0	0.08171206225680934	0.35019455252918286	0.15151515151515152	0.8697471265693033	1.2439024390243902	3.0
131132_and_039040_2_tsv	28.0	112.0	7.0	0.0625	0.23214285714285715	0.09836065573770492	0.5787946246321198	1.1379310344827587	2.0
013014_and_063064_9_tsv	48.0	235.0	29.0	0.12340425531914893	0.46808510638297873	0.24731182795698925	0.9918825224181823	1.3272727272727274	3.0
pair20_and_pair24_08_tsv	58.0	300.0	29.0	0.09666666666666666	0.3566666666666667	0.2	0.5576611106650714	1.1300813008130082	2.0
009010_and_021022_15_tsv	31.0	210.0	28.0	0.13333333333333333	0.36666666666666664	0.2839506172839506	0.9215282716618222	1.305263157894737	3.0
037038_and_099100_6_tsv	33.0	201.0	30.0	0.14925373134328357	0.3383084577114428	0.2857142857142857	0.598798183744287	1.145631067961165	2.0
pair09_and_pair17_03_tsv	17.0	81.0	6.0	0.07407407407407407	0.1728395061728395	0.11764705882352941	1.41379956460568	1.8571428571428572	4.0
045046_and_049050_14_tsv	29.0	173.0	21.0	0.12138728323699421	0.3815028901734104	0.30158730158730157	1.5990908787042313	1.6721311475409837	5.0
pair15_and_pair17_02_tsv	28.0	107.0	12.0	0.11214953271028037	0.37383177570093457	0.19047619047619047	1.1291705063258903	1.5405405405405406	4.0
pair05_and_pair12_14_tsv	27.0	135.0	9.0	0.06666666666666667	0.2074074074074074	0.14516129032258066	1.1056124005414154	1.4230769230769231	3.0
097098_and_109110_7_tsv	26.0	205.0	19.0	0.09268292682926829	0.3121951219512195	0.1839080459770115	0.8000385850514883	1.2142857142857142	3.0
025026_and_011012_11_tsv	24.0	246.0	29.0	0.11788617886178862	0.3902439024390244	0.3253012048192771	0.6892019851173655	1.1842105263157894	2.0
137138_and_069070_12_tsv	31.0	185.0	16.0	0.08648648648648649	0.2756756756756757	0.18055555555555555	0.998689844084022	1.3125	3.0
pair15_and_pair17_16_tsv	30.0	181.0	24.0	0.13259668508287292	0.39779005524861877	0.273972602739726	1.2472914885505972	1.4788732394366197	4.0
107108_and_143144_5_tsv	46.0	353.0	40.0	0.11331444759206799	0.43909348441926344	0.2845528455284553	0.5777907852276037	1.1299435028248588	3.0
pair07_and_pair20_12_tsv	23.0	142.0	10.0	0.07042253521126761	0.2676056338028169	0.16981132075471697	0.6784070909375675	1.173913043478261	3.0
pair07_and_pair20_06_tsv	25.0	170.0	17.0	0.1	0.3176470588235294	0.21875	0.8157282910316583	1.2222222222222223	3.0
039040_and_005006_16_tsv	27.0	154.0	16.0	0.1038961038961039	0.2987012987012987	0.18055555555555555	0.676941869780886	1.1785714285714286	2.0
049050_and_005006_16_tsv	26.0	184.0	16.0	0.08695652173913043	0.34782608695652173	0.1891891891891892	0.749489625569857	1.2205882352941178	3.0
145146_and_041042_7_tsv	34.0	168.0	14.0	0.08333333333333333	0.3273809523809524	0.18461538461538463	0.5975977764379983	1.1451612903225807	2.0
123124_and_019020_1_tsv	29.0	161.0	21.0	0.13043478260869565	0.37267080745341613	0.2857142857142857	0.7775398641607599	1.2297297297297298	2.0
127128_and_027028_3_tsv	28.0	137.0	19.0	0.1386861313868613	0.35766423357664234	0.2	1.1123340621419064	1.3958333333333333	3.0
013014_and_063064_11_tsv	49.0	331.0	25.0	0.0755287009063444	0.3474320241691843	0.16535433070866143	0.603652249754401	1.1475409836065573	2.0
141142_and_121122_12_tsv	27.0	164.0	11.0	0.06707317073170732	0.21951219512195122	0.1388888888888889	0.600608575413187	1.146341463414634	2.0
081082_and_057058_6_tsv	28.0	132.0	12.0	0.09090909090909091	0.22727272727272727	0.16071428571428573	0.8569957178540346	1.2380952380952381	3.0
101102_and_141142_9_tsv	51.0	300.0	37.0	0.12333333333333334	0.44333333333333336	0.30337078651685395	1.0962135838020803	1.348148148148148	4.0
005006_and_027028_14_tsv	23.0	113.0	8.0	0.07079646017699115	0.23008849557522124	0.13559322033898305	-0.0	1.0	1.0
041042_and_017018_12_tsv	36.0	237.0	28.0	0.11814345991561181	0.4050632911392405	0.26373626373626374	0.7405715327916913	1.2095238095238094	2.0
137138_and_069070_5_tsv	32.0	237.0	32.0	0.1350210970464135	0.41350210970464135	0.3333333333333333	0.8299147981876951	1.2242990654205608	3.0
047048_and_043044_13_tsv	27.0	157.0	19.0	0.12101910828025478	0.3821656050955414	0.23728813559322035	1.0322683996633863	1.3666666666666667	4.0
121122_and_045046_13_tsv	22.0	130.0	11.0	0.08461538461538462	0.35384615384615387	0.18518518518518517	1.0087600267079522	1.3095238095238095	3.0
097098_and_109110_10_tsv	33.0	253.0	28.0	0.11067193675889328	0.36363636363636365	0.24299065420560748	0.6497347164122163	1.1568627450980393	3.0
067068_and_045046_6_tsv	32.0	121.0	13.0	0.10743801652892562	0.256198347107438	0.21153846153846154	0.6321302781219706	1.1590909090909092	2.0
021022_and_003004_16_tsv	58.0	424.0	44.0	0.10377358490566038	0.47641509433962265	0.24031007751937986	1.1127102107860947	1.3742331288343559	6.0
025026_and_011012_9_tsv	42.0	278.0	28.0	0.10071942446043165	0.460431654676259	0.3048780487804878	1.0025705895777244	1.310077519379845	4.0
065066_and_123124_8_tsv	31.0	152.0	18.0	0.11842105263157894	0.28289473684210525	0.2112676056338028	0.7019952456813912	1.1864406779661016	3.0
131132_and_039040_12_tsv	26.0	109.0	9.0	0.08256880733944955	0.3486238532110092	0.15217391304347827	0.600608575413187	1.146341463414634	2.0
077078_and_119120_7_tsv	24.0	78.0	9.0	0.11538461538461539	0.24358974358974358	0.20930232558139536	-0.0	1.0	1.0
011012_and_021022_7_tsv	28.0	295.0	40.0	0.13559322033898305	0.3559322033898305	0.26595744680851063	1.2115534665165615	1.4695652173913043	4.0
011012_and_021022_6_tsv	24.0	199.0	17.0	0.08542713567839195	0.25125628140703515	0.2077922077922078	0.5203346157857599	1.1168831168831168	2.0
077078_and_119120_6_tsv	33.0	154.0	11.0	0.07142857142857142	0.23376623376623376	0.15714285714285714	0.8703622255167202	1.2439024390243902	3.0
131132_and_039040_13_tsv	18.0	93.0	8.0	0.08602150537634409	0.3010752688172043	0.1951219512195122	0.7642045065086203	1.2222222222222223	2.0
065066_and_123124_9_tsv	77.0	388.0	40.0	0.10309278350515463	0.4845360824742268	0.2518518518518518	0.8730230087591233	1.2446808510638299	3.0
025026_and_011012_8_tsv	35.0	328.0	37.0	0.11280487804878049	0.4451219512195122	0.25773195876288657	1.2345892880712952	1.4233576642335766	4.0
067068_and_045046_7_tsv	23.0	133.0	8.0	0.06015037593984962	0.2631578947368421	0.13114754098360656	-0.0	1.0	1.0
121122_and_045046_12_tsv	23.0	153.0	21.0	0.13725490196078433	0.2549019607843137	0.2638888888888889	1.0089847317410945	1.3157894736842106	3.0
097098_and_109110_11_tsv	41.0	304.0	27.0	0.08881578947368421	0.3618421052631579	0.211864406779661	0.43214816072617784	1.0887096774193548	2.0
047048_and_043044_12_tsv	25.0	150.0	15.0	0.1	0.26	0.15384615384615385	1.112587870254569	1.3863636363636365	3.0
137138_and_069070_4_tsv	34.0	232.0	22.0	0.09482758620689655	0.3275862068965517	0.2	0.7088356733321961	1.1935483870967742	2.0
101102_and_141142_8_tsv	36.0	197.0	27.0	0.13705583756345177	0.43147208121827413	0.2647058823529412	1.1346882336303807	1.3655913978494623	4.0
039040_and_005006_1_tsv	21.0	105.0	8.0	0.0761904761904762	0.2571428571428571	0.14893617021276595	0.4394969869215133	1.0909090909090908	2.0
041042_and_017018_13_tsv	33.0	165.0	23.0	0.1393939393939394	0.41818181818181815	0.30303030303030304	1.322437971137207	1.507462686567164	5.0
005006_and_027028_15_tsv	30.0	171.0	14.0	0.08187134502923976	0.391812865497076	0.19718309859154928	0.3095434291503252	1.0555555555555556	2.0
081082_and_057058_7_tsv	34.0	194.0	18.0	0.09278350515463918	0.28350515463917525	0.18461538461538463	1.1135871431862185	1.40625	5.0
141142_and_121122_13_tsv	24.0	126.0	11.0	0.0873015873015873	0.2857142857142857	0.17857142857142858	0.8779620013943912	1.2972972972972974	2.0
013014_and_063064_10_tsv	52.0	303.0	30.0	0.09900990099009901	0.2607260726072607	0.1889763779527559	0.7840204035315557	1.208695652173913	3.0
127128_and_027028_2_tsv	40.0	199.0	23.0	0.11557788944723618	0.36180904522613067	0.24050632911392406	0.7553076512046216	1.1931818181818181	3.0
065066_and_123124_16_tsv	32.0	128.0	17.0	0.1328125	0.2578125	0.26785714285714285	0.8176338568998316	1.22	3.0
145146_and_041042_6_tsv	33.0	158.0	15.0	0.0949367088607595	0.3037974683544304	0.16666666666666666	0.7876672014273048	1.206896551724138	3.0
pair07_and_pair20_07_tsv	21.0	124.0	16.0	0.12903225806451613	0.28225806451612906	0.2549019607843137	1.0462142562183352	1.3333333333333333	3.0
107108_and_143144_4_tsv	45.0	282.0	28.0	0.09929078014184398	0.35106382978723405	0.22935779816513763	0.6677564267488733	1.1652173913043478	3.0
pair07_and_pair20_13_tsv	19.0	137.0	16.0	0.11678832116788321	0.22627737226277372	0.21212121212121213	0.6531791627726858	1.2444444444444445	3.0
pair05_and_pair12_01_tsv	21.0	99.0	10.0	0.10101010101010101	0.24242424242424243	0.21739130434782608	1.4899343783255763	1.7083333333333333	3.0
137138_and_069070_13_tsv	31.0	204.0	24.0	0.11764705882352941	0.4264705882352941	0.2465753424657534	1.0235932477184144	1.3170731707317074	3.0
025026_and_011012_10_tsv	25.0	292.0	29.0	0.09931506849315068	0.3835616438356164	0.25	0.8020460436194973	1.2125984251968505	3.0
057058_and_107108_16_tsv	43.0	362.0	37.0	0.10220994475138122	0.30386740331491713	0.24369747899159663	1.1865212925039457	1.3951612903225807	4.0
pair15_and_pair17_03_tsv	25.0	115.0	10.0	0.08695652173913043	0.3565217391304348	0.18867924528301888	0.5266170655714281	1.119047619047619	2.0
097098_and_109110_6_tsv	33.0	199.0	11.0	0.05527638190954774	0.16080402010050251	0.11235955056179775	0.2386845113510014	1.0392156862745099	2.0
051052_and_097098_1_tsv	33.0	210.0	22.0	0.10476190476190476	0.36666666666666664	0.2345679012345679	0.8176850273617267	1.2560975609756098	4.0
pair05_and_pair12_15_tsv	24.0	90.0	9.0	0.1	0.26666666666666666	0.1956521739130435	0.6631968402398287	1.1724137931034482	2.0
107108_and_143144_16_tsv	34.0	243.0	24.0	0.09876543209876543	0.3292181069958848	0.21904761904761905	0.5509844433017146	1.127659574468085	2.0
045046_and_049050_15_tsv	35.0	212.0	25.0	0.1179245283018868	0.38207547169811323	0.2702702702702703	0.9394672046356309	1.2967032967032968	5.0
pair09_and_pair17_02_tsv	26.0	113.0	10.0	0.08849557522123894	0.18584070796460178	0.15384615384615385	0.6631968402398287	1.1724137931034482	2.0
pair09_and_pair17_16_tsv	33.0	208.0	23.0	0.11057692307692307	0.38461538461538464	0.2375	1.0785491274995227	1.3636363636363635	3.0
037038_and_099100_7_tsv	28.0	148.0	14.0	0.0945945945945946	0.31756756756756754	0.16393442622950818	0.9892367461805283	1.3396226415094339	4.0
009010_and_021022_14_tsv	32.0	222.0	25.0	0.11261261261261261	0.3963963963963964	0.2375	1.1503508445361117	1.3837209302325582	4.0
013014_and_063064_8_tsv	42.0	353.0	25.0	0.0708215297450425	0.41076487252124644	0.17142857142857143	0.8263059437085639	1.2238805970149254	3.0
pair20_and_pair24_09_tsv	42.0	276.0	28.0	0.10144927536231885	0.3804347826086957	0.22857142857142856	0.864265435216065	1.25	3.0
131132_and_039040_3_tsv	16.0	89.0	7.0	0.07865168539325842	0.24719101123595505	0.15555555555555556	0.3809465857053901	1.0740740740740742	2.0
153154_and_039040_6_tsv	33.0	275.0	21.0	0.07636363636363637	0.19636363636363635	0.14782608695652175	0.6840384356390417	1.1818181818181819	2.0
075076_and_047048_15_tsv	33.0	165.0	18.0	0.10909090909090909	0.32727272727272727	0.24242424242424243	0.8234175970398536	1.2238805970149254	3.0
153154_and_039040_2_tsv	17.0	140.0	13.0	0.09285714285714286	0.2785714285714286	0.16666666666666666	0.9892452969285004	1.4390243902439024	2.0
075076_and_047048_11_tsv	32.0	158.0	15.0	0.0949367088607595	0.3670886075949367	0.18518518518518517	1.1575143316517191	1.4181818181818182	3.0
005006_and_027028_9_tsv	47.0	293.0	37.0	0.12627986348122866	0.43686006825938567	0.2616822429906542	0.8598552662512415	1.2388059701492538	4.0
131132_and_039040_7_tsv	23.0	91.0	13.0	0.14285714285714285	0.2967032967032967	0.25	0.6500224216483541	1.1666666666666667	2.0
pair09_and_pair17_12_tsv	19.0	123.0	15.0	0.12195121951219512	0.2764227642276423	0.2727272727272727	0.9373012413074896	1.3181818181818181	4.0
pair09_and_pair17_06_tsv	28.0	174.0	20.0	0.11494252873563218	0.2988505747126437	0.2537313432835821	0.6955165547616071	1.1710526315789473	3.0
045046_and_049050_11_tsv	26.0	213.0	19.0	0.0892018779342723	0.352112676056338	0.20481927710843373	0.5961045458832344	1.144578313253012	2.0
107108_and_143144_12_tsv	26.0	127.0	15.0	0.11811023622047244	0.2440944881889764	0.21311475409836064	1.2314609408817716	1.4473684210526316	3.0
009010_and_021022_10_tsv	30.0	278.0	26.0	0.09352517985611511	0.37050359712230213	0.22549019607843138	0.6559176422674574	1.1559633027522935	3.0
037038_and_099100_3_tsv	22.0	99.0	15.0	0.15151515151515152	0.3434343434343434	0.29545454545454547	1.21512638079432	1.435897435897436	3.0
039040_and_005006_13_tsv	22.0	128.0	11.0	0.0859375	0.2578125	0.1774193548387097	0.5916727785823274	1.1428571428571428	2.0
pair07_and_pair20_03_tsv	20.0	106.0	12.0	0.11320754716981132	0.33962264150943394	0.3023255813953488	1.2333464804121392	1.4864864864864864	3.0
pair05_and_pair12_11_tsv	36.0	173.0	22.0	0.12716763005780346	0.3468208092485549	0.24691358024691357	0.7602711967376506	1.2	3.0
051052_and_097098_5_tsv	45.0	359.0	40.0	0.11142061281337047	0.41225626740947074	0.24615384615384617	0.7578637015535178	1.1952662721893492	3.0
097098_and_109110_2_tsv	35.0	254.0	22.0	0.08661417322834646	0.29133858267716534	0.1827956989247312	0.7745178605709557	1.2040816326530612	3.0
pair15_and_pair17_07_tsv	38.0	212.0	22.0	0.10377358490566038	0.2783018867924528	0.21686746987951808	1.0830948450297626	1.3417721518987342	4.0
pair15_and_pair17_13_tsv	27.0	142.0	7.0	0.04929577464788732	0.2535211267605634	0.1076923076923077	-0.0	1.0	1.0
057058_and_107108_12_tsv	23.0	156.0	19.0	0.12179487179487179	0.36538461538461536	0.2647058823529412	1.058667443364256	1.3508771929824561	3.0
025026_and_011012_14_tsv	24.0	227.0	32.0	0.14096916299559473	0.42290748898678415	0.3333333333333333	1.180576716702142	1.4150943396226414	3.0
pair05_and_pair12_05_tsv	24.0	116.0	13.0	0.11206896551724138	0.29310344827586204	0.19298245614035087	0.8275855630406446	1.2439024390243902	3.0
065066_and_123124_12_tsv	32.0	184.0	17.0	0.09239130434782608	0.27717391304347827	0.21333333333333335	1.075584270617049	1.45	3.0
