pair_name,turn_ID,speaker,utterance,target,trial,director,correct_answer,given_answer,accuracy,processed_utterance,pos_sequence,lemmas_sequence,text_lemma_pos,round
pair18,15,A,en het lijkt of hij een hand heeft waar s- soort van staafje in zit met een parapluutje,06,2,A,I,I,1,en het lijkt of hij een hand heeft waar soort van staafje in zit met een parapluutje,CCONJ PRON VERB SCONJ PRON DET NOUN VERB ADV NOUN ADP NOUN ADP VERB ADP DET NOUN ,en het lijken of hij een hand hebben waar soort van staaf in zitten met een parapluu ,en_en#CCONJ het_het#PRON lijkt_lijken#VERB of_of#SCONJ hij_hij#PRON een_een#DET hand_hand#NOUN heeft_hebben#VERB waar_waar#ADV soort_soort#NOUN van_van#ADP staafje_staaf#NOUN in_in#ADP zit_zitten#VERB met_met#ADP een_een#DET parapluutje_parapluu#NOUN ,1
pair18,16,B,ja ik weet hem,06,2,A,I,I,1,ja ik weet hem,INTJ PRON VERB PRON ,ja ik weten hem ,ja_ja#INTJ ik_ik#PRON weet_weten#VERB hem_hem#PRON ,1
pair18,17,B,*i*,06,2,A,I,I,1,i,NOUN ,i ,i_i#NOUN ,1
pair18,18,B,um aan de bovenkant zitten twee hele kleine staafjes,15,3,B,1,1,1,aan de bovenkant zitten twee hele kleine staafjes,ADP DET NOUN VERB NUM ADJ ADJ NOUN ,aan de bovenkant zitten twee heel klein staafjes ,aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN zitten_zitten#VERB twee_twee#NUM hele_heel#ADJ kleine_klein#ADJ staafjes_staafjes#NOUN ,1
pair18,19,B,lijken een beetje op de twin towers,15,3,B,1,1,1,lijken een beetje op de twin towers,VERB DET NOUN ADP DET PROPN PROPN ,lijken een beetje op de twin towers ,lijken_lijken#VERB een_een#DET beetje_beetje#NOUN op_op#ADP de_de#DET twin_twin#PROPN towers_towers#PROPN ,1
pair18,20,B,die uh nog niet omgevallen zijn,15,3,B,1,1,1,die nog niet omgevallen zijn,PRON ADV ADV ADJ AUX ,die nog niet omgevallen zijn ,die_die#PRON nog_nog#ADV niet_niet#ADV omgevallen_omgevallen#ADJ zijn_zijn#AUX ,1
pair18,21,A,(yes),15,3,B,1,1,1,yes,NOUN ,yes ,yes_yes#NOUN ,1
pair18,22,B,en aan de in het doormidden zit een soort van uh platformpje,15,3,B,1,1,1,en aan de in het doormidden zit een soort van platformpje,CCONJ ADP DET ADP DET ADJ VERB DET NOUN ADP NOUN ,en aan de in het doormidden zitten een soort van platformp ,en_en#CCONJ aan_aan#ADP de_de#DET in_in#ADP het_het#DET doormidden_doormidden#ADJ zit_zitten#VERB een_een#DET soort_soort#NOUN van_van#ADP platformpje_platformp#NOUN ,1
pair18,23,A,ja ik weet het,15,3,B,1,1,1,ja ik weet het,INTJ PRON VERB PRON ,ja ik weten het ,ja_ja#INTJ ik_ik#PRON weet_weten#VERB het_het#PRON ,1
pair18,24,A,*1*,15,3,B,1,1,1,een,DET ,een ,een_een#DET ,1
pair18,25,A,ik heb um links aan de bovenkant een bol erop zitten,14,4,A,G,G,1,ik heb links aan de bovenkant een bol erop zitten,PRON AUX ADJ ADP DET NOUN DET NOUN ADV VERB ,ik hebben links aan de bovenkant een bol erop zitten ,ik_ik#PRON heb_hebben#AUX links_links#ADJ aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN een_een#DET bol_bol#NOUN erop_erop#ADV zitten_zitten#VERB ,1
pair18,26,A,en aan de rechterkant komt een klein staafje uit aan de linkerkant een lange die naar je toe buigt,14,4,A,G,G,1,en aan de rechterkant komt een klein staafje uit aan de linkerkant een lange die naar je toe buigt,CCONJ ADP DET NOUN VERB DET ADJ NOUN ADP ADP DET NOUN DET ADJ PRON ADP PRON ADP VERB ,en aan de rechterkant komen een klein staaf uit aan de linkerkant een lang die naar je toe buigen ,en_en#CCONJ aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN komt_komen#VERB een_een#DET klein_klein#ADJ staafje_staaf#NOUN uit_uit#ADP aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN een_een#DET lange_lang#ADJ die_die#PRON naar_naar#ADP je_je#PRON toe_toe#ADP buigt_buigen#VERB ,1
pair18,27,B,ja ik weet hem,14,4,A,G,G,1,ja ik weet hem,INTJ PRON VERB PRON ,ja ik weten hem ,ja_ja#INTJ ik_ik#PRON weet_weten#VERB hem_hem#PRON ,1
pair18,28,B,*g*,14,4,A,G,G,1,g,SYM ,g ,g_g#SYM ,1
pair18,29,B,um aan (de) link- uh het uh linkerkant en de rechterkant zitten drie um (?) soort van bolletjes niet helemaal bolletjes maar precies hetzelfde ja,13,5,B,8,8,1,aan de het linkerkant en de rechterkant zitten drie soort van bolletjes niet helemaal bolletjes maar precies hetzelfde ja,ADP DET DET NOUN CCONJ DET NOUN VERB NUM NOUN ADP NOUN ADV ADV VERB CCONJ ADJ ADJ INTJ ,aan de het linkerkant en de rechterkant zitten drie soort van bollet niet helemaal bollet maar precies hetzelfde ja ,aan_aan#ADP de_de#DET het_het#DET linkerkant_linkerkant#NOUN en_en#CCONJ de_de#DET rechterkant_rechterkant#NOUN zitten_zitten#VERB drie_drie#NUM soort_soort#NOUN van_van#ADP bolletjes_bollet#NOUN niet_niet#ADV helemaal_helemaal#ADV bolletjes_bollet#VERB maar_maar#CCONJ precies_precies#ADJ hetzelfde_hetzelfde#ADJ ja_ja#INTJ ,1
pair18,30,A,ja weet ik,13,5,B,8,8,1,ja weet ik,INTJ VERB PRON ,ja weten ik ,ja_ja#INTJ weet_weten#VERB ik_ik#PRON ,1
pair18,31,A,*8*,13,5,B,8,8,1,acht,NUM ,acht ,acht_acht#NUM ,1
pair18,32,A,ik heb aan de bovenkant heb ik een uh een groot uitsteeksel die aan de bovenkant steeds breder wordt en rond is aan de bovenkant net als daarnet,16,6,A,O,O,1,ik heb aan de bovenkant heb ik een een groot uitsteeksel die aan de bovenkant steeds breder wordt en rond is aan de bovenkant net als daarnet,PRON AUX ADP DET NOUN VERB PRON DET DET ADJ NOUN PRON ADP DET NOUN ADV ADJ VERB CCONJ ADP AUX ADP DET NOUN ADV SCONJ ADV ,ik hebben aan de bovenkant hebben ik een een groot uitsteeksel die aan de bovenkant steeds bred worden en rond zijn aan de bovenkant net als daarnet ,ik_ik#PRON heb_hebben#AUX aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN heb_hebben#VERB ik_ik#PRON een_een#DET een_een#DET groot_groot#ADJ uitsteeksel_uitsteeksel#NOUN die_die#PRON aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN steeds_steeds#ADV breder_bred#ADJ wordt_worden#VERB en_en#CCONJ rond_rond#ADP is_zijn#AUX aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN net_net#ADV als_als#SCONJ daarnet_daarnet#ADV ,1
pair18,33,B,ja,16,6,A,O,O,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair18,34,A,dan heb ik aan de linkerkant #u# uh één grotere en een kleiner uitsteeksel,16,6,A,O,O,1,dan heb ik aan de linkerkant één grotere en een kleiner uitsteeksel,ADV VERB PRON ADP DET NOUN NUM ADJ CCONJ DET ADJ NOUN ,dan hebben ik aan de linkerkant één groot en een klein uitsteeksel ,dan_dan#ADV heb_hebben#VERB ik_ik#PRON aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN één_één#NUM grotere_groot#ADJ en_en#CCONJ een_een#DET kleiner_klein#ADJ uitsteeksel_uitsteeksel#NOUN ,1
pair18,35,A,en aan de rechterkant een soort uitsteeksel dat steeds grotere vierkanten heeft,16,6,A,O,O,1,en aan de rechterkant een soort uitsteeksel dat steeds grotere vierkanten heeft,CCONJ ADP DET NOUN DET NOUN NOUN PRON ADV ADJ NOUN AUX ,en aan de rechterkant een soort uitsteeksel dat steeds groot vierkant hebben ,en_en#CCONJ aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN een_een#DET soort_soort#NOUN uitsteeksel_uitsteeksel#NOUN dat_dat#PRON steeds_steeds#ADV grotere_groot#ADJ vierkanten_vierkant#NOUN heeft_hebben#AUX ,1
pair18,36,B,ja ik weet hem,16,6,A,O,O,1,ja ik weet hem,INTJ PRON VERB PRON ,ja ik weten hem ,ja_ja#INTJ ik_ik#PRON weet_weten#VERB hem_hem#PRON ,1
pair18,37,B,*o*,16,6,A,O,O,1,o,INTJ ,o ,o_o#INTJ ,1
pair18,38,B,um aan de rechtervoorkant zit een soort van bolletje en daar zit niks aan,11,7,B,12,12,1,aan de rechtervoorkant zit een soort van bolletje en daar zit niks aan,ADP DET NOUN VERB DET NOUN ADP NOUN CCONJ ADV VERB PRON ADP ,aan de Rechtervoorkant zitten een soort van bolle en daar zitten niks aan ,aan_aan#ADP de_de#DET rechtervoorkant_Rechtervoorkant#NOUN zit_zitten#VERB een_een#DET soort_soort#NOUN van_van#ADP bolletje_bolle#NOUN en_en#CCONJ daar_daar#ADV zit_zitten#VERB niks_niks#PRON aan_aan#ADP ,1
pair18,39,B,aan de bovenkant zit één um een rechthoekige langwerpige uitsteeksel,11,7,B,12,12,1,aan de bovenkant zit één een rechthoekige langwerpige uitsteeksel,ADP DET NOUN VERB NUM DET ADJ ADJ NOUN ,aan de bovenkant zitten één een rechthoekig langwerpig uitsteeksel ,aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN zit_zitten#VERB één_één#NUM een_een#DET rechthoekige_rechthoekig#ADJ langwerpige_langwerpig#ADJ uitsteeksel_uitsteeksel#NOUN ,1
pair18,40,B,dat torentje,11,7,B,12,12,1,dat torentje,DET NOUN ,dat toren ,dat_dat#DET torentje_toren#NOUN ,1
pair18,41,B,en aan (de) linkerkant is een soort van gek vormpje dat ook uh t-,11,7,B,12,12,1,en aan de linkerkant is een soort van gek vormpje dat ook,CCONJ ADP DET NOUN AUX DET NOUN ADP ADJ NOUN PRON ADV ,en aan de linkerkant zijn een soort van gek vormp dat ook ,en_en#CCONJ aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN is_zijn#AUX een_een#DET soort_soort#NOUN van_van#ADP gek_gek#ADJ vormpje_vormp#NOUN dat_dat#PRON ook_ook#ADV ,1
pair18,42,A,ja ik weet het,11,7,B,12,12,1,ja ik weet het,INTJ PRON VERB PRON ,ja ik weten het ,ja_ja#INTJ ik_ik#PRON weet_weten#VERB het_het#PRON ,1
pair18,43,A,*12*,11,7,B,12,12,1,twaalf,NUM ,twaalf ,twaalf_twaalf#NUM ,1
pair18,44,A,ik heb um bovenop het zijn een soort vleugels het is een ruit en daar komen aan allebei de kanten twee,08,8,A,C,C,1,ik heb bovenop het zijn een soort vleugels het is een ruit en daar komen aan allebei de kanten twee,PRON VERB ADP PRON AUX DET NOUN NOUN PRON AUX DET NOUN CCONJ ADV VERB ADP PRON DET NOUN NUM ,ik hebben bovenop het zijn een soort vleugel het zijn een ruit en daar komen aan allebei de kant twee ,ik_ik#PRON heb_hebben#VERB bovenop_bovenop#ADP het_het#PRON zijn_zijn#AUX een_een#DET soort_soort#NOUN vleugels_vleugel#NOUN het_het#PRON is_zijn#AUX een_een#DET ruit_ruit#NOUN en_en#CCONJ daar_daar#ADV komen_komen#VERB aan_aan#ADP allebei_allebei#PRON de_de#DET kanten_kant#NOUN twee_twee#NUM ,1
pair18,45,B,ja volgens mij weet ik hem al,08,8,A,C,C,1,ja volgens mij weet ik hem al,INTJ ADP PRON VERB PRON PRON ADV ,ja volgens mij weten ik hem al ,ja_ja#INTJ volgens_volgens#ADP mij_mij#PRON weet_weten#VERB ik_ik#PRON hem_hem#PRON al_al#ADV ,1
pair18,46,B,*c*,08,8,A,C,C,1,c,SYM ,c ,c_c#SYM ,1
pair18,47,B,uh onderaan zit een gedraaid staafje met daaronder een driehoekig platform,03,9,B,10,10,1,onderaan zit een gedraaid staafje met daaronder een driehoekig platform,ADP VERB DET VERB NOUN ADP ADV DET ADJ NOUN ,onderaan zitten een draaien staaf met daaronder een driehoekig platform ,onderaan_onderaan#ADP zit_zitten#VERB een_een#DET gedraaid_draaien#VERB staafje_staaf#NOUN met_met#ADP daaronder_daaronder#ADV een_een#DET driehoekig_driehoekig#ADJ platform_platform#NOUN ,1
pair18,48,A,ja weet ik,03,9,B,10,10,1,ja weet ik,INTJ VERB PRON ,ja weten ik ,ja_ja#INTJ weet_weten#VERB ik_ik#PRON ,1
pair18,49,A,*10*,03,9,B,10,10,1,tien,NUM ,tien ,tien_tien#NUM ,1
pair18,50,A,ik heb um aan de rechterkant een uitsteeksel wat uh balkvormig is en aan de aan de daarna of aan de uiteinde een soort bol,10,10,A,J,J,1,ik heb aan de rechterkant een uitsteeksel wat balkvormig is en aan de aan de daarna of aan de uiteinde een soort bol,PRON AUX ADP DET NOUN DET NOUN PRON ADJ AUX CCONJ ADP DET ADP DET ADV CCONJ ADP DET NOUN DET NOUN NOUN ,ik hebben aan de rechterkant een uitsteeksel wat balkvormig zijn en aan de aan de daarna of aan de uiteinde een soort bol ,ik_ik#PRON heb_hebben#AUX aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN een_een#DET uitsteeksel_uitsteeksel#NOUN wat_wat#PRON balkvormig_balkvormig#ADJ is_zijn#AUX en_en#CCONJ aan_aan#ADP de_de#DET aan_aan#ADP de_de#DET daarna_daarna#ADV of_of#CCONJ aan_aan#ADP de_de#DET uiteinde_uiteinde#NOUN een_een#DET soort_soort#NOUN bol_bol#NOUN ,1
pair18,51,A,die is aan de linkerkant ook allen dan is hij korter,10,10,A,J,J,1,die is aan de linkerkant ook allen dan is hij korter,PRON AUX ADP DET NOUN ADV PRON ADV AUX PRON ADJ ,die zijn aan de linkerkant ook al dan zijn hij korter ,die_die#PRON is_zijn#AUX aan_aan#ADP de_de#DET linkerkant_linkerkant#NOUN ook_ook#ADV allen_al#PRON dan_dan#ADV is_zijn#AUX hij_hij#PRON korter_korter#ADJ ,1
pair18,52,A,#coughs# en achterop staat nog een ja een soort plaat staat daar schuin op gemonteerd,10,10,A,J,J,1,en achterop staat nog een ja een soort plaat staat daar schuin op gemonteerd,CCONJ ADV VERB ADV DET INTJ DET NOUN NOUN VERB ADV ADJ ADP VERB ,en achterop staan nog een ja een soort plaat staan daar schuin op monteren ,en_en#CCONJ achterop_achterop#ADV staat_staan#VERB nog_nog#ADV een_een#DET ja_ja#INTJ een_een#DET soort_soort#NOUN plaat_plaat#NOUN staat_staan#VERB daar_daar#ADV schuin_schuin#ADJ op_op#ADP gemonteerd_monteren#VERB ,1
pair18,53,A,die staat aan de achterkant aan de links achterkant,10,10,A,J,J,1,die staat aan de achterkant aan de links achterkant,PRON VERB ADP DET NOUN ADP DET NOUN NOUN ,die staan aan de achterkant aan de link achterkant ,die_die#PRON staat_staan#VERB aan_aan#ADP de_de#DET achterkant_achterkant#NOUN aan_aan#ADP de_de#DET links_link#NOUN achterkant_achterkant#NOUN ,1
pair18,54,B,oh ja ja dat is ja ik weet hem,10,10,A,J,J,1,ja ja dat is ja ik weet hem,INTJ INTJ PRON AUX INTJ PRON VERB PRON ,ja ja dat zijn ja ik weten hem ,ja_ja#INTJ ja_ja#INTJ dat_dat#PRON is_zijn#AUX ja_ja#INTJ ik_ik#PRON weet_weten#VERB hem_hem#PRON ,1
pair18,55,B,*j*,10,10,A,J,J,1,j,PROPN ,j ,j_j#PROPN ,1
pair18,56,B,um okee,05,11,B,16,16,1,okee,VERB ,okee ,okee_okee#VERB ,1
pair18,57,B,uh links onderaan zit een soort um het is een soort van (een een) een pyramide alleen daarboven is net uh net uh het k- het kopje afges- (afgescheurd),05,11,B,16,16,1,links onderaan zit een soort het is een soort van een een een pyramide alleen daarboven is net net het het kopje afgescheurd,NOUN ADP VERB DET NOUN PRON AUX DET NOUN ADP DET DET DET NOUN ADV ADV AUX ADV ADV PRON DET NOUN VERB ,link onderaan zitten een soort het zijn een soort van een een een pyramide alleen daarboven zijn net net het het kop afgescheurd ,links_link#NOUN onderaan_onderaan#ADP zit_zitten#VERB een_een#DET soort_soort#NOUN het_het#PRON is_zijn#AUX een_een#DET soort_soort#NOUN van_van#ADP een_een#DET een_een#DET een_een#DET pyramide_pyramide#NOUN alleen_alleen#ADV daarboven_daarboven#ADV is_zijn#AUX net_net#ADV net_net#ADV het_het#PRON het_het#DET kopje_kop#NOUN afgescheurd_afgescheurd#VERB ,1
pair18,58,B,en is (een) het wordt steeds gr- van klein naar groot groot naar klein gaat het naar boven,05,11,B,16,16,1,en is een het wordt steeds van klein naar groot groot naar klein gaat het naar boven,CCONJ AUX DET PRON VERB ADV ADP ADJ ADP ADJ ADJ ADP ADJ VERB PRON ADP ADP ,en zijn één het worden steeds van klein naar groot groot naar klein gaan het naar boven ,en_en#CCONJ is_zijn#AUX een_één#DET het_het#PRON wordt_worden#VERB steeds_steeds#ADV van_van#ADP klein_klein#ADJ naar_naar#ADP groot_groot#ADJ groot_groot#ADJ naar_naar#ADP klein_klein#ADJ gaat_gaan#VERB het_het#PRON naar_naar#ADP boven_boven#ADP ,1
pair18,59,B,de linkeronderkant,05,11,B,16,16,1,de linkeronderkant,PROPN PROPN ,de Linkeronderkant ,de_de#PROPN linkeronderkant_Linkeronderkant#PROPN ,1
pair18,60,B,bovenop zit eigenlijk een recht- een langwerpige rechthoekige doos gewoon plat ligt hij erop dus niet omhoog maar gewoon plat,05,11,B,16,16,1,bovenop zit eigenlijk een een langwerpige rechthoekige doos gewoon plat ligt hij erop dus niet omhoog maar gewoon plat,ADP VERB ADJ DET DET ADJ ADJ NOUN ADJ ADJ VERB PRON ADV ADV ADV ADV CCONJ ADJ ADJ ,bovenop zitten eigenlijk een een langwerpig rechthoekig doos gewoon plat liggen hij erop dus niet omhoog maar gewoon plat ,bovenop_bovenop#ADP zit_zitten#VERB eigenlijk_eigenlijk#ADJ een_een#DET een_een#DET langwerpige_langwerpig#ADJ rechthoekige_rechthoekig#ADJ doos_doos#NOUN gewoon_gewoon#ADJ plat_plat#ADJ ligt_liggen#VERB hij_hij#PRON erop_erop#ADV dus_dus#ADV niet_niet#ADV omhoog_omhoog#ADV maar_maar#CCONJ gewoon_gewoon#ADJ plat_plat#ADJ ,1
pair18,61,A,ja en rechts zit een rechts zit ding met dat naar boven wijst,05,11,B,16,16,1,ja en rechts zit een rechts zit ding met dat naar boven wijst,INTJ CCONJ ADJ VERB DET ADJ VERB NOUN ADP PRON ADP ADP VERB ,ja en rechts zitten een rechts zitten ding met dat naar boven wijzen ,ja_ja#INTJ en_en#CCONJ rechts_rechts#ADJ zit_zitten#VERB een_een#DET rechts_rechts#ADJ zit_zitten#VERB ding_ding#NOUN met_met#ADP dat_dat#PRON naar_naar#ADP boven_boven#ADP wijst_wijzen#VERB ,1
pair18,62,B,en aan de recht- recht-,05,11,B,16,16,1,en aan de,CCONJ ADP DET ,en aan de ,en_en#CCONJ aan_aan#ADP de_de#DET ,1
pair18,63,B,ja zo'n soort van ministaafje dat uh ja,05,11,B,16,16,1,ja zo'n soort van ministaafje dat ja,INTJ DET NOUN ADP NOUN PRON INTJ ,ja zo'n soort van ministaafje dat ja ,ja_ja#INTJ zo'n_zo'n#DET soort_soort#NOUN van_van#ADP ministaafje_ministaafje#NOUN dat_dat#PRON ja_ja#INTJ ,1
pair18,64,A,ja,05,11,B,16,16,1,ja,INTJ ,ja ,ja_ja#INTJ ,1
pair18,65,A,*16*,05,11,B,16,16,1,zestien,NUM ,zestien ,zestien_zestien#NUM ,1
pair18,66,A,ik heb aan de bovenkant net als jij een pyramide die aan de bovenkant is afgesneden,04,12,A,K,K,1,ik heb aan de bovenkant net als jij een pyramide die aan de bovenkant is afgesneden,PRON AUX ADP DET NOUN ADV SCONJ PRON DET NOUN PRON ADP DET NOUN AUX VERB ,ik hebben aan de bovenkant net als jij een pyramide die aan de bovenkant zijn afsnijden ,ik_ik#PRON heb_hebben#AUX aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN net_net#ADV als_als#SCONJ jij_jij#PRON een_een#DET pyramide_pyramide#NOUN die_die#PRON aan_aan#ADP de_de#DET bovenkant_bovenkant#NOUN is_zijn#AUX afgesneden_afsnijden#VERB ,1
pair18,67,A,en aan de rechterkant twee dezelfde blokjes,04,12,A,K,K,1,en aan de rechterkant twee dezelfde blokjes,CCONJ ADP DET NOUN NUM ADJ NOUN ,en aan de rechterkant twee dezelfde blok ,en_en#CCONJ aan_aan#ADP de_de#DET rechterkant_rechterkant#NOUN twee_twee#NUM dezelfde_dezelfde#ADJ blokjes_blok#NOUN ,1
pair18,68,B,ja ik zie hem,04,12,A,K,K,1,ja ik zie hem,INTJ PRON VERB PRON ,ja ik zien hem ,ja_ja#INTJ ik_ik#PRON zie_zien#VERB hem_hem#PRON ,1
pair18,69,B,*k*,04,12,A,K,K,1,k,SYM ,k ,k_k#SYM ,1
pair18,70,B,#clicks# um het is eigenlijk een soort van (het het) het is een soort van tafeltje dat door het midden van uh van de van de bovenkant van de van het dingetje gaat,07,13,B,9,9,1,het is eigenlijk een soort van het het het is een soort van tafeltje dat door het midden van van de van de bovenkant van de van het dingetje gaat,PRON AUX ADJ DET NOUN ADP PRON PRON PRON AUX DET NOUN ADP NOUN PRON ADP DET NOUN ADP ADP PROPN ADP DET NOUN ADP DET ADP DET NOUN VERB ,het zijn eigenlijk een soort van het het het zijn een soort van tafel dat door het midden van van de van de bovenkant van de van het dinget gaan ,het_het#PRON is_zijn#AUX eigenlijk_eigenlijk#ADJ een_een#DET soort_soort#NOUN van_van#ADP het_het#PRON het_het#PRON het_het#PRON is_zijn#AUX een_een#DET soort_soort#NOUN van_van#ADP tafeltje_tafel#NOUN dat_dat#PRON door_door#ADP het_het#DET midden_midden#NOUN van_van#ADP van_van#ADP de_de#PROPN van_van#ADP de_de#DET bovenkant_bovenkant#NOUN van_van#ADP de_de#DET van_van#ADP het_het#DET dingetje_dinget#NOUN gaat_gaan#VERB ,1
