ID	Num. utterances	Num. tokens	Expression Lexicon Size (ELS)	Expression Variety (EV)	Expression Repetition (ER)	Voc. Overlap	ENTR	L	LMAX
143144_2_tsv	31.0	175.0	19.0	0.10857142857142857	0.4228571428571429	0.2698412698412698	0.5731393980555146	1.1358024691358024	2.0
049050_14_tsv	35.0	198.0	28.0	0.1414141414141414	0.4494949494949495	0.36507936507936506	1.6253163410225393	1.6987951807228916	5.0
pair07_08_tsv	14.0	106.0	12.0	0.11320754716981132	0.37735849056603776	0.23404255319148937	0.6098403047164004	1.15	2.0
011012_1_tsv	25.0	227.0	36.0	0.15859030837004406	0.3964757709251101	0.34782608695652173	1.5915028403382925	1.7083333333333333	4.0
153154_9_tsv	74.0	633.0	76.0	0.12006319115323855	0.48657187993680884	0.3227848101265823	1.043490977722881	1.329192546583851	3.0
043044_12_tsv	27.0	216.0	25.0	0.11574074074074074	0.33796296296296297	0.21518987341772153	1.1681914869194516	1.4155844155844155	4.0
011012_10_tsv	27.0	265.0	38.0	0.14339622641509434	0.41509433962264153	0.32142857142857145	1.2083557506886276	1.4102564102564104	4.0
049050_4_tsv	29.0	146.0	15.0	0.10273972602739725	0.3904109589041096	0.3	1.050436581222516	1.3833333333333333	4.0
121122_10_tsv	21.0	144.0	24.0	0.16666666666666666	0.4027777777777778	0.28846153846153844	1.4067460672215573	1.5573770491803278	4.0
041042_2_tsv	30.0	193.0	26.0	0.13471502590673576	0.32642487046632124	0.2564102564102564	1.1567797181081008	1.4078947368421053	5.0
077078_10_tsv	32.0	216.0	29.0	0.13425925925925927	0.3611111111111111	0.2608695652173913	0.5572669913005267	1.125	3.0
135136_8_tsv	22.0	140.0	20.0	0.14285714285714285	0.4642857142857143	0.3090909090909091	1.1700090025959495	1.421875	4.0
051052_9_tsv	55.0	327.0	55.0	0.16819571865443425	0.4709480122324159	0.32727272727272727	1.1313115331128598	1.3652694610778444	4.0
069070_13_tsv	30.0	157.0	18.0	0.11464968152866242	0.5286624203821656	0.36	1.5559329174867027	1.7391304347826086	6.0
pair10_10_tsv	41.0	318.0	42.0	0.1320754716981132	0.4591194968553459	0.308411214953271	1.1099620495288602	1.38	3.0
pair10_04_tsv	27.0	165.0	21.0	0.12727272727272726	0.4	0.2903225806451613	1.1945783209032257	1.4242424242424243	3.0
063064_15_tsv	26.0	165.0	26.0	0.15757575757575756	0.4484848484848485	0.34285714285714286	1.151813377901707	1.3866666666666667	4.0
153154_15_tsv	30.0	197.0	27.0	0.13705583756345177	0.39086294416243655	0.2857142857142857	1.048357207163841	1.3373493975903614	3.0
045046_10_tsv	30.0	252.0	38.0	0.15079365079365079	0.4444444444444444	0.3103448275862069	1.516149827862297	1.6161616161616161	5.0
057058_16_tsv	52.0	375.0	48.0	0.128	0.432	0.25	1.3014504804608522	1.5031055900621118	3.0
045046_11_tsv	26.0	176.0	28.0	0.1590909090909091	0.4431818181818182	0.3055555555555556	1.3030630051613534	1.6142857142857143	9.0
101102_16_tsv	51.0	364.0	49.0	0.1346153846153846	0.43956043956043955	0.3448275862068966	1.113703484812283	1.3544973544973544	4.0
063064_14_tsv	27.0	228.0	33.0	0.14473684210526316	0.40350877192982454	0.32098765432098764	1.4558393960326264	1.574468085106383	4.0
119120_16_tsv	42.0	179.0	26.0	0.1452513966480447	0.3016759776536313	0.3291139240506329	0.31468260413466576	1.0568181818181819	2.0
153154_14_tsv	37.0	246.0	32.0	0.13008130081300814	0.35772357723577236	0.3157894736842105	1.360132679470767	1.5353535353535352	5.0
pair10_05_tsv	30.0	193.0	29.0	0.15025906735751296	0.40932642487046633	0.3283582089552239	1.3423664421085257	1.5802469135802468	3.0
pair10_11_tsv	26.0	173.0	25.0	0.14450867052023122	0.3988439306358382	0.3508771929824561	1.4142493293286247	1.6133333333333333	5.0
069070_12_tsv	22.0	134.0	23.0	0.17164179104477612	0.4626865671641791	0.42857142857142855	1.1692947719875808	1.4179104477611941	3.0
051052_8_tsv	48.0	314.0	36.0	0.11464968152866242	0.4554140127388535	0.3263157894736842	1.3951579035800132	1.5323741007194245	4.0
135136_9_tsv	41.0	248.0	48.0	0.1935483870967742	0.47580645161290325	0.47058823529411764	1.0988806145035475	1.378787878787879	5.0
077078_11_tsv	31.0	161.0	24.0	0.14906832298136646	0.2919254658385093	0.30303030303030304	0.9086185980409245	1.323943661971831	2.0
065066_16_tsv	35.0	166.0	26.0	0.1566265060240964	0.463855421686747	0.31666666666666665	1.1178911082698684	1.3846153846153846	4.0
041042_3_tsv	54.0	282.0	37.0	0.13120567375886524	0.475177304964539	0.2736842105263158	1.0008163975961564	1.3255813953488371	5.0
049050_5_tsv	34.0	244.0	31.0	0.12704918032786885	0.4262295081967213	0.2716049382716049	1.4642506479333097	1.5922330097087378	5.0
011012_11_tsv	28.0	259.0	34.0	0.13127413127413126	0.41312741312741313	0.3375	1.5950702669839796	1.6767676767676767	5.0
121122_11_tsv	31.0	172.0	28.0	0.16279069767441862	0.47674418604651164	0.3939393939393939	1.1515167461862452	1.3977272727272727	5.0
043044_13_tsv	24.0	167.0	23.0	0.1377245508982036	0.38922155688622756	0.30434782608695654	1.2177498250729057	1.4179104477611941	4.0
153154_8_tsv	48.0	358.0	49.0	0.13687150837988826	0.45251396648044695	0.3148148148148148	1.165141511704598	1.3823529411764706	5.0
049050_15_tsv	42.0	253.0	44.0	0.17391304347826086	0.4743083003952569	0.39473684210526316	1.600011116649729	1.7079646017699115	4.0
143144_3_tsv	15.0	52.0	6.0	0.11538461538461539	0.5	0.3157894736842105	0.94566030460064	1.6363636363636365	2.0
pair07_09_tsv	29.0	267.0	25.0	0.09363295880149813	0.30711610486891383	0.21505376344086022	0.7339067389989519	1.184782608695652	3.0
pair24_15_tsv	31.0	148.0	18.0	0.12162162162162163	0.3581081081081081	0.2222222222222222	0.8686151046603015	1.2407407407407407	3.0
pair24_01_tsv	21.0	169.0	21.0	0.1242603550295858	0.3727810650887574	0.2711864406779661	1.076558954270154	1.3432835820895523	4.0
005006_5_tsv	27.0	185.0	20.0	0.10810810810810811	0.32972972972972975	0.2	0.73492208944026	1.1857142857142857	3.0
pair23_08_tsv	57.0	276.0	42.0	0.15217391304347827	0.48188405797101447	0.3614457831325301	1.2507483288302135	1.463235294117647	5.0
067068_3_tsv	16.0	69.0	10.0	0.14492753623188406	0.391304347826087	0.25806451612903225	0.9321115676166747	1.6521739130434783	2.0
077078_8_tsv	52.0	390.0	33.0	0.08461538461538462	0.3333333333333333	0.22556390977443608	1.0233275942908848	1.3092105263157894	4.0
131132_7_tsv	32.0	180.0	17.0	0.09444444444444444	0.31666666666666665	0.19753086419753085	0.6115516951951332	1.1506849315068493	2.0
019020_3_tsv	23.0	184.0	24.0	0.13043478260869565	0.391304347826087	0.2833333333333333	1.4157158200170288	1.5857142857142856	5.0
055056_6_tsv	35.0	171.0	21.0	0.12280701754385964	0.391812865497076	0.24358974358974358	0.5916727785823274	1.1428571428571428	2.0
063064_4_tsv	20.0	105.0	12.0	0.11428571428571428	0.3904761904761905	0.2	1.062412253213859	1.3414634146341464	3.0
097098_6_tsv	39.0	294.0	39.0	0.1326530612244898	0.40476190476190477	0.2608695652173913	1.058345419621971	1.3381294964028776	3.0
pair15_09_tsv	41.0	286.0	37.0	0.12937062937062938	0.43006993006993005	0.3068181818181818	1.3680518915915028	1.5634920634920635	3.0
pair12_14_tsv	15.0	82.0	11.0	0.13414634146341464	0.43902439024390244	0.35294117647058826	2.099453067931849	2.5	5.0
039040_9_tsv	42.0	245.0	31.0	0.12653061224489795	0.39591836734693875	0.27450980392156865	0.7440581494793599	1.1896551724137931	3.0
pair12_02_tsv	22.0	94.0	15.0	0.1595744680851064	0.425531914893617	0.3181818181818182	0.9323484963532154	1.3488372093023255	4.0
pair12_16_tsv	25.0	160.0	29.0	0.18125	0.2625	0.2857142857142857	1.3677260925761276	1.540983606557377	5.0
097098_4_tsv	24.0	123.0	17.0	0.13821138211382114	0.36585365853658536	0.32075471698113206	1.1024888923155898	1.38	3.0
131132_5_tsv	95.0	548.0	73.0	0.1332116788321168	0.5109489051094891	0.40875912408759124	0.8832511312069904	1.2538699690402477	5.0
063064_6_tsv	31.0	268.0	44.0	0.16417910447761194	0.4291044776119403	0.39759036144578314	1.1641791322008177	1.3923076923076922	4.0
055056_4_tsv	32.0	133.0	15.0	0.11278195488721804	0.3082706766917293	0.18181818181818182	0.8296071030882032	1.2619047619047619	2.0
019020_1_tsv	17.0	166.0	24.0	0.14457831325301204	0.42771084337349397	0.2833333333333333	1.1903907062202066	1.463768115942029	3.0
067068_1_tsv	16.0	123.0	23.0	0.18699186991869918	0.42276422764227645	0.3333333333333333	1.0080115391698854	1.3166666666666667	3.0
027028_9_tsv	50.0	261.0	38.0	0.14559386973180077	0.36398467432950193	0.3106796116504854	1.0045972992146375	1.3	4.0
005006_7_tsv	14.0	57.0	5.0	0.08771929824561403	0.24561403508771928	0.12903225806451613	0.7793498372920851	1.7692307692307692	2.0
pair24_03_tsv	31.0	197.0	31.0	0.15736040609137056	0.49746192893401014	0.37142857142857144	0.8065759455206802	1.2149532710280373	3.0
037038_2_tsv	20.0	104.0	15.0	0.14423076923076922	0.2980769230769231	0.2727272727272727	0.23519338181924143	1.0384615384615385	2.0
011012_2_tsv	32.0	255.0	36.0	0.1411764705882353	0.43137254901960786	0.323943661971831	1.744374487709242	1.8080808080808082	5.0
143144_1_tsv	26.0	170.0	32.0	0.18823529411764706	0.37058823529411766	0.373134328358209	0.8934604987430774	1.2560975609756098	3.0
043044_11_tsv	30.0	185.0	26.0	0.14054054054054055	0.42702702702702705	0.3235294117647059	1.0975596723589818	1.3658536585365855	3.0
041042_1_tsv	23.0	146.0	22.0	0.1506849315068493	0.3972602739726027	0.26865671641791045	1.0270835132283895	1.3333333333333333	3.0
065066_14_tsv	27.0	93.0	19.0	0.20430107526881722	0.3225806451612903	0.36363636363636365	0.7682814090975242	1.2244897959183674	2.0
121122_13_tsv	20.0	97.0	11.0	0.1134020618556701	0.32989690721649484	0.18181818181818182	1.358433812325649	1.5517241379310345	3.0
011012_13_tsv	29.0	228.0	39.0	0.17105263157894737	0.4473684210526316	0.42857142857142855	1.5830512467655222	1.6857142857142857	4.0
049050_7_tsv	30.0	170.0	27.0	0.1588235294117647	0.4647058823529412	0.3103448275862069	1.5865098954094048	1.6857142857142857	5.0
077078_13_tsv	22.0	78.0	11.0	0.14102564102564102	0.2948717948717949	0.2857142857142857	0.7355085815538398	1.206896551724138	2.0
pair10_07_tsv	23.0	169.0	30.0	0.17751479289940827	0.40828402366863903	0.35	1.311147573548708	1.486842105263158	4.0
069070_10_tsv	37.0	251.0	45.0	0.17928286852589642	0.4581673306772908	0.4305555555555556	1.3999703981517833	1.5491803278688525	6.0
pair10_13_tsv	24.0	184.0	23.0	0.125	0.44565217391304346	0.2923076923076923	1.2202873632899367	1.4430379746835442	3.0
153154_16_tsv	49.0	413.0	56.0	0.13559322033898305	0.38256658595641646	0.2894736842105263	1.352602934618797	1.4887640449438202	5.0
119120_14_tsv	44.0	139.0	23.0	0.16546762589928057	0.3669064748201439	0.2916666666666667	0.5328350630342233	1.121212121212121	2.0
063064_16_tsv	28.0	168.0	22.0	0.13095238095238096	0.35119047619047616	0.2571428571428571	1.1422090986393327	1.4814814814814814	4.0
045046_13_tsv	25.0	148.0	16.0	0.10810810810810811	0.44594594594594594	0.26785714285714285	0.5801954953637369	1.1384615384615384	2.0
101102_14_tsv	23.0	131.0	20.0	0.15267175572519084	0.32061068702290074	0.288135593220339	1.2538747088925062	1.52	5.0
057058_14_tsv	30.0	149.0	26.0	0.174496644295302	0.436241610738255	0.32142857142857145	1.5634204721253133	1.7230769230769232	5.0
057058_15_tsv	34.0	159.0	24.0	0.1509433962264151	0.42138364779874216	0.3384615384615385	0.6074920915825128	1.1411764705882352	3.0
101102_15_tsv	36.0	218.0	27.0	0.12385321100917432	0.37155963302752293	0.2647058823529412	1.0954421526161653	1.4146341463414633	6.0
045046_12_tsv	25.0	197.0	34.0	0.17258883248730963	0.41624365482233505	0.39705882352941174	1.2073888556332757	1.4105263157894736	4.0
119120_15_tsv	47.0	216.0	30.0	0.1388888888888889	0.35185185185185186	0.3146067415730337	0.43055186701043946	1.088235294117647	2.0
pair10_12_tsv	30.0	186.0	25.0	0.13440860215053763	0.4731182795698925	0.30985915492957744	1.3689661825120798	1.5138888888888888	4.0
069070_11_tsv	38.0	271.0	32.0	0.11808118081180811	0.3800738007380074	0.2823529411764706	1.3665724729364337	1.5132743362831858	4.0
pair10_06_tsv	34.0	230.0	38.0	0.16521739130434782	0.41304347826086957	0.2972972972972973	1.2432881595097216	1.4807692307692308	3.0
077078_12_tsv	20.0	143.0	19.0	0.13286713286713286	0.24475524475524477	0.2222222222222222	1.3574389164953007	1.6136363636363635	6.0
121122_12_tsv	22.0	108.0	14.0	0.12962962962962962	0.19444444444444445	0.21052631578947367	0.8683927290103627	1.25	3.0
049050_6_tsv	28.0	185.0	34.0	0.1837837837837838	0.44324324324324327	0.38333333333333336	1.4401119579947648	1.7564102564102564	13.0
011012_12_tsv	24.0	147.0	24.0	0.16326530612244897	0.35374149659863946	0.2711864406779661	1.525151195289017	1.6363636363636365	5.0
065066_15_tsv	20.0	85.0	10.0	0.11764705882352941	0.3764705882352941	0.2558139534883721	0.4854607607459134	1.105263157894737	2.0
043044_10_tsv	34.0	228.0	34.0	0.14912280701754385	0.42543859649122806	0.27472527472527475	1.1143764080944845	1.3636363636363635	4.0
049050_16_tsv	33.0	226.0	33.0	0.14601769911504425	0.5	0.3815789473684211	1.391931614356713	1.5277777777777777	5.0
011012_3_tsv	32.0	234.0	33.0	0.14102564102564102	0.358974358974359	0.325	1.292078423909656	1.4731182795698925	4.0
037038_3_tsv	22.0	102.0	14.0	0.13725490196078433	0.29411764705882354	0.25	0.4820661480830931	1.1041666666666667	2.0
pair24_02_tsv	23.0	125.0	16.0	0.128	0.432	0.28846153846153844	0.7676515870125797	1.2241379310344827	2.0
005006_6_tsv	21.0	201.0	35.0	0.17412935323383086	0.43781094527363185	0.3770491803278688	1.4697695260129777	1.6210526315789473	6.0
pair24_16_tsv	51.0	272.0	41.0	0.15073529411764705	0.3786764705882353	0.32967032967032966	1.0436629664179393	1.3307692307692307	3.0
027028_8_tsv	47.0	334.0	41.0	0.12275449101796407	0.39221556886227543	0.29411764705882354	1.1001511694489747	1.3605442176870748	3.0
055056_5_tsv	44.0	240.0	28.0	0.11666666666666667	0.30416666666666664	0.24528301886792453	0.9097860396322267	1.2666666666666666	3.0
063064_7_tsv	25.0	195.0	29.0	0.14871794871794872	0.4461538461538462	0.34210526315789475	0.8446118400207185	1.2346938775510203	3.0
131132_4_tsv	35.0	185.0	21.0	0.11351351351351352	0.31891891891891894	0.2537313432835821	0.6789538995185759	1.1794871794871795	2.0
097098_5_tsv	51.0	357.0	50.0	0.1400560224089636	0.42296918767507	0.28225806451612906	1.1721822465502298	1.3964497041420119	4.0
pair12_03_tsv	19.0	61.0	8.0	0.13114754098360656	0.21311475409836064	0.2	0.9182958340544896	1.3333333333333333	2.0
099100_8_tsv	25.0	132.0	21.0	0.1590909090909091	0.2803030303030303	0.2807017543859649	1.2389012566026305	1.4615384615384615	3.0
pair12_07_tsv	18.0	56.0	10.0	0.17857142857142858	0.35714285714285715	0.3333333333333333	1.6411537317874583	1.8095238095238095	4.0
pair12_13_tsv	16.0	70.0	7.0	0.1	0.17142857142857143	0.16216216216216217	0.4394969869215133	1.0909090909090908	2.0
097098_1_tsv	39.0	256.0	27.0	0.10546875	0.453125	0.26436781609195403	1.045150112413419	1.3303571428571428	3.0
067068_4_tsv	32.0	160.0	20.0	0.125	0.35625	0.2537313432835821	1.2266655254012693	1.4827586206896552	4.0
019020_4_tsv	31.0	236.0	29.0	0.1228813559322034	0.4025423728813559	0.26744186046511625	0.986389252658024	1.3047619047619048	4.0
055056_1_tsv	40.0	193.0	28.0	0.14507772020725387	0.38341968911917096	0.3108108108108108	1.2562771116535307	1.475609756097561	3.0
063064_3_tsv	16.0	129.0	20.0	0.15503875968992248	0.31007751937984496	0.3157894736842105	1.3579274856374286	1.5217391304347827	4.0
037038_7_tsv	23.0	153.0	18.0	0.11764705882352941	0.35294117647058826	0.25396825396825395	1.176048967371909	1.4107142857142858	3.0
015016_9_tsv	41.0	226.0	32.0	0.1415929203539823	0.42035398230088494	0.3013698630136986	1.5732210018535486	1.6842105263157894	4.0
pair24_12_tsv	31.0	193.0	23.0	0.11917098445595854	0.3471502590673575	0.22666666666666666	1.6978659218625487	1.765625	5.0
pair24_06_tsv	32.0	237.0	29.0	0.12236286919831224	0.34177215189873417	0.3116883116883117	0.7219280948873623	1.2	2.0
005006_2_tsv	20.0	135.0	19.0	0.14074074074074075	0.2222222222222222	0.2714285714285714	0.7062740891876007	1.1923076923076923	2.0
043044_14_tsv	27.0	182.0	23.0	0.12637362637362637	0.3241758241758242	0.25	1.2165511488935072	1.462686567164179	3.0
011012_7_tsv	33.0	266.0	45.0	0.16917293233082706	0.4699248120300752	0.4166666666666667	1.495855026884941	1.6046511627906976	6.0
143144_4_tsv	69.0	395.0	57.0	0.14430379746835442	0.4759493670886076	0.3474576271186441	1.0925290494000912	1.3532338308457712	5.0
049050_12_tsv	37.0	216.0	32.0	0.14814814814814814	0.4444444444444444	0.3492063492063492	1.4565122850198255	1.5876288659793814	4.0
077078_16_tsv	46.0	368.0	45.0	0.12228260869565218	0.41847826086956524	0.2773109243697479	1.236115068614144	1.4259259259259258	4.0
065066_11_tsv	26.0	153.0	25.0	0.16339869281045752	0.3790849673202614	0.32727272727272727	1.1619635073846604	1.4461538461538461	6.0
041042_4_tsv	33.0	182.0	19.0	0.1043956043956044	0.38461538461538464	0.2465753424657534	1.129915800468738	1.4027777777777777	3.0
011012_16_tsv	56.0	441.0	55.0	0.12471655328798185	0.4580498866213152	0.36633663366336633	1.5186422375427253	1.6542553191489362	4.0
049050_2_tsv	31.0	196.0	28.0	0.14285714285714285	0.47959183673469385	0.3898305084745763	1.8061743863865811	1.855263157894737	6.0
121122_16_tsv	35.0	184.0	26.0	0.14130434782608695	0.3641304347826087	0.25	1.263309260515997	1.4533333333333334	4.0
119120_11_tsv	62.0	275.0	53.0	0.19272727272727272	0.5018181818181818	0.47674418604651164	1.0826868263023877	1.3419354838709678	4.0
063064_13_tsv	21.0	112.0	16.0	0.14285714285714285	0.36607142857142855	0.25925925925925924	1.329388908798752	1.5116279069767442	4.0
153154_13_tsv	40.0	313.0	39.0	0.12460063897763578	0.4185303514376997	0.28421052631578947	1.3671821739619336	1.536	6.0
pair10_02_tsv	31.0	185.0	25.0	0.13513513513513514	0.4	0.2878787878787879	1.2360982217102436	1.5	4.0
069070_15_tsv	26.0	148.0	25.0	0.16891891891891891	0.40540540540540543	0.3333333333333333	1.3536240235348926	1.546875	5.0
pair10_16_tsv	34.0	173.0	21.0	0.12138728323699421	0.3699421965317919	0.21333333333333335	1.2941617799247127	1.53125	3.0
057058_11_tsv	38.0	204.0	30.0	0.14705882352941177	0.4852941176470588	0.43103448275862066	1.668712516667971	1.75	6.0
045046_16_tsv	40.0	291.0	36.0	0.12371134020618557	0.46735395189003437	0.32608695652173914	1.189503870750773	1.4296296296296296	4.0
101102_11_tsv	35.0	257.0	34.0	0.13229571984435798	0.44357976653696496	0.2891566265060241	1.5131816570099306	1.654867256637168	4.0
101102_10_tsv	21.0	120.0	15.0	0.125	0.24166666666666667	0.22950819672131148	1.5073812408711769	1.6470588235294117	4.0
057058_10_tsv	33.0	154.0	24.0	0.15584415584415584	0.4090909090909091	0.29411764705882354	1.060515081102146	1.3380281690140845	3.0
069070_14_tsv	33.0	216.0	35.0	0.16203703703703703	0.44907407407407407	0.3333333333333333	1.7805816019891538	1.8620689655172413	7.0
pair10_03_tsv	20.0	139.0	21.0	0.1510791366906475	0.4172661870503597	0.3148148148148148	1.4037565948004027	1.543859649122807	4.0
063064_12_tsv	23.0	190.0	27.0	0.14210526315789473	0.4263157894736842	0.3225806451612903	1.377062130936055	1.5348837209302326	4.0
119120_10_tsv	36.0	152.0	22.0	0.14473684210526316	0.3355263157894737	0.3225806451612903	0.41099225301504533	1.1323529411764706	4.0
153154_12_tsv	35.0	221.0	29.0	0.13122171945701358	0.3438914027149321	0.2619047619047619	1.1188642126237527	1.5301204819277108	9.0
049050_3_tsv	29.0	192.0	28.0	0.14583333333333334	0.421875	0.34375	1.4483732541765935	1.6265060240963856	6.0
065066_10_tsv	40.0	201.0	24.0	0.11940298507462686	0.35323383084577115	0.23943661971830985	1.337569171927544	1.5421686746987953	3.0
041042_5_tsv	25.0	185.0	26.0	0.14054054054054055	0.43783783783783786	0.36363636363636365	0.7526269564427315	1.2159090909090908	2.0
049050_13_tsv	29.0	179.0	23.0	0.12849162011173185	0.44692737430167595	0.3103448275862069	1.3526280833411497	1.5064935064935066	4.0
143144_5_tsv	51.0	371.0	61.0	0.16442048517520216	0.444743935309973	0.3387096774193548	1.2001478009215534	1.4034090909090908	4.0
011012_6_tsv	29.0	233.0	29.0	0.12446351931330472	0.39914163090128757	0.3333333333333333	1.2431233705945628	1.4705882352941178	5.0
043044_15_tsv	36.0	206.0	29.0	0.1407766990291262	0.41262135922330095	0.2987012987012987	1.0665813474798722	1.3406593406593406	3.0
005006_3_tsv	16.0	120.0	19.0	0.15833333333333333	0.4583333333333333	0.3695652173913043	0.5381411852224502	1.123076923076923	2.0
pair24_07_tsv	25.0	170.0	19.0	0.11176470588235295	0.35294117647058826	0.22972972972972974	0.6180038597674269	1.1764705882352942	4.0
pair24_13_tsv	21.0	99.0	13.0	0.13131313131313133	0.29292929292929293	0.24489795918367346	1.3382689280764644	1.5333333333333334	3.0
015016_8_tsv	28.0	179.0	31.0	0.17318435754189945	0.4301675977653631	0.36764705882352944	0.975119064940866	1.4074074074074074	2.0
037038_6_tsv	34.0	228.0	40.0	0.17543859649122806	0.39473684210526316	0.3488372093023256	1.1834270162252052	1.3925233644859814	4.0
019020_5_tsv	23.0	192.0	32.0	0.16666666666666666	0.3958333333333333	0.3787878787878788	1.344621368448292	1.6867469879518073	8.0
063064_2_tsv	25.0	150.0	24.0	0.16	0.4266666666666667	0.29310344827586204	1.3246589590610856	1.5223880597014925	3.0
131132_1_tsv	28.0	112.0	15.0	0.13392857142857142	0.39285714285714285	0.2978723404255319	0.9510456605801272	1.28	3.0
067068_5_tsv	23.0	170.0	22.0	0.12941176470588237	0.3764705882352941	0.30357142857142855	1.1824896514284349	1.4109589041095891	4.0
pair12_12_tsv	29.0	108.0	16.0	0.14814814814814814	0.2962962962962963	0.2222222222222222	0.5916727785823274	1.1428571428571428	2.0
pair12_06_tsv	23.0	75.0	7.0	0.09333333333333334	0.2	0.1276595744680851	0.4262286569981449	1.0869565217391304	2.0
099100_9_tsv	34.0	222.0	27.0	0.12162162162162163	0.32882882882882886	0.2261904761904762	1.4521256599995342	1.5714285714285714	4.0
pair12_10_tsv	21.0	99.0	11.0	0.1111111111111111	0.29292929292929293	0.16666666666666666	0.9957220057616336	1.3636363636363635	4.0
pair12_04_tsv	14.0	48.0	3.0	0.0625	0.5208333333333334	0.2727272727272727	1.2987949406953985	3.875	5.0
097098_2_tsv	49.0	311.0	28.0	0.09003215434083602	0.3054662379421222	0.18181818181818182	0.8702755156496593	1.2542372881355932	3.0
045046_9_tsv	45.0	365.0	49.0	0.13424657534246576	0.44931506849315067	0.3063063063063063	1.3605191259360638	1.51875	4.0
121122_8_tsv	25.0	159.0	32.0	0.20125786163522014	0.4025157232704403	0.43548387096774194	1.2507765249504121	1.5	4.0
067068_7_tsv	31.0	199.0	26.0	0.1306532663316583	0.33668341708542715	0.26506024096385544	1.0944974464891042	1.3544303797468353	4.0
055056_2_tsv	37.0	155.0	18.0	0.11612903225806452	0.2967741935483871	0.22535211267605634	1.1280455753398344	1.3859649122807018	3.0
019020_7_tsv	26.0	195.0	29.0	0.14871794871794872	0.4256410256410256	0.30985915492957744	1.2569833168518418	1.5568181818181819	5.0
pair05_08_tsv	34.0	193.0	26.0	0.13471502590673576	0.40932642487046633	0.2891566265060241	1.1045282261730538	1.3647058823529412	3.0
131132_3_tsv	20.0	77.0	10.0	0.12987012987012986	0.44155844155844154	0.2857142857142857	0.8112781244591328	1.25	2.0
037038_4_tsv	24.0	112.0	15.0	0.13392857142857142	0.36607142857142855	0.2777777777777778	0.8448685962214209	1.3111111111111111	4.0
pair24_05_tsv	38.0	229.0	26.0	0.11353711790393013	0.31877729257641924	0.21505376344086022	0.7712794819584937	1.2	3.0
005006_1_tsv	18.0	91.0	13.0	0.14285714285714285	0.34065934065934067	0.35135135135135137	1.2946258909859782	1.5142857142857142	3.0
pair24_11_tsv	30.0	195.0	29.0	0.14871794871794872	0.36923076923076925	0.34285714285714286	1.3671236753138638	1.5357142857142858	5.0
009010_9_tsv	55.0	317.0	50.0	0.15772870662460567	0.43217665615141954	0.3392857142857143	0.9127237011872413	1.2674418604651163	3.0
pair09_08_tsv	39.0	233.0	28.0	0.12017167381974249	0.48068669527896996	0.3	0.7618481572538021	1.2372881355932204	5.0
143144_7_tsv	51.0	354.0	39.0	0.11016949152542373	0.3785310734463277	0.3090909090909091	1.072579874933896	1.368421052631579	6.0
049050_11_tsv	26.0	200.0	28.0	0.14	0.52	0.36507936507936506	1.4321549232031818	1.6	5.0
011012_4_tsv	43.0	371.0	40.0	0.1078167115902965	0.4474393530997305	0.336734693877551	1.0527799555697759	1.3463687150837989	6.0
