ID	S1	S2	S1/Initiated Expression (IE_S1)	S1/Expression Repetition (ER_S1)	S1/tokens (%)	S2/Initiated Expression (IE_S2)	S2/Expression Repetition (ER_S2)	S2/tokens (%)	Voc. Overlap S1	Voc. Overlap S2	SR/S1/ELS	SR/S1/EV	SR/S1/ER	SR/S1/ENTR	SR/S1/L	SR/S1/LMAX	SR/S2/ELS	SR/S2/EV	SR/S2/ER	SR/S2/ENTR	SR/S2/L	SR/S2/LMAX
011012_1_tsv	A	B	0.25	0.5612244897959183	0.43171806167400884	0.75	0.2713178294573643	0.5682819383259912	0.5714285714285714	0.47058823529411764	20.0	0.18018018018018017	0.6936936936936937	1.3938090547112343	1.7173913043478262	3.0	30.0	0.2127659574468085	0.7446808510638298	1.8155537634974082	1.9454545454545455	7.0
153154_9_tsv	A	B	0.3026315789473684	0.5521472392638037	0.5150078988941548	0.6973684210526315	0.4169381107491857	0.4849921011058452	0.45535714285714285	0.5257731958762887	65.0	0.1780821917808219	0.7150684931506849	1.4088719914003085	1.5569620253164558	7.0	64.0	0.1871345029239766	0.7368421052631579	1.6861602311660016	1.7430555555555556	5.0
043044_12_tsv	A	B	0.6	0.27564102564102566	0.7222222222222222	0.4	0.5	0.2777777777777778	0.25	0.6071428571428571	33.0	0.19642857142857142	0.6785714285714286	1.293839464852885	1.4615384615384615	4.0	11.0	0.14666666666666667	0.5466666666666666	1.0783220795483648	1.6	3.0
011012_10_tsv	A	B	0.5789473684210527	0.375	0.5433962264150943	0.42105263157894735	0.4628099173553719	0.45660377358490567	0.421875	0.574468085106383	32.0	0.2064516129032258	0.6967741935483871	1.2156271778571246	1.4366197183098592	4.0	26.0	0.1897810218978102	0.708029197080292	1.5721509972433707	1.6724137931034482	4.0
049050_4_tsv	A	B	0.8	0.23711340206185566	0.6643835616438356	0.2	0.6938775510204082	0.3356164383561644	0.35714285714285715	0.6521739130434783	20.0	0.18018018018018017	0.6306306306306306	1.121177460903491	1.391304347826087	3.0	7.0	0.109375	0.5625	1.5737888130660203	1.894736842105263	4.0
121122_10_tsv	A	B	0.6666666666666666	0.3493975903614458	0.5763888888888888	0.3333333333333333	0.47540983606557374	0.4236111111111111	0.42857142857142855	0.46875	18.0	0.1935483870967742	0.6666666666666666	1.8332728720904712	2.0294117647058822	4.0	12.0	0.16666666666666666	0.5972222222222222	1.5950791344612634	1.7916666666666667	5.0
041042_2_tsv	A	B	0.6538461538461539	0.19047619047619047	0.6528497409326425	0.34615384615384615	0.582089552238806	0.3471502590673575	0.30303030303030304	0.625	22.0	0.15942028985507245	0.5942028985507246	1.379507689154518	1.6122448979591837	6.0	9.0	0.10588235294117647	0.5058823529411764	2.1029334343823507	2.3684210526315788	6.0
077078_10_tsv	A	B	0.8275862068965517	0.22058823529411764	0.6296296296296297	0.1724137931034483	0.6	0.37037037037037035	0.34285714285714286	0.5217391304347826	30.0	0.19607843137254902	0.5882352941176471	0.877437311089633	1.296875	2.0	13.0	0.1368421052631579	0.47368421052631576	0.8683927290103627	1.375	5.0
135136_8_tsv	A	B	0.5	0.5333333333333333	0.5357142857142857	0.5	0.38461538461538464	0.4642857142857143	0.5151515151515151	0.4358974358974359	16.0	0.18604651162790697	0.6744186046511628	1.7983158612969632	1.935483870967742	4.0	16.0	0.21052631578947367	0.5526315789473685	0.6402064333604701	1.2352941176470589	4.0
051052_9_tsv	A	B	0.36363636363636365	0.5402298850574713	0.5321100917431193	0.6363636363636364	0.39215686274509803	0.46788990825688076	0.4931506849315068	0.4931506849315068	37.0	0.18316831683168316	0.6435643564356436	0.9855636061042874	1.297872340425532	3.0	28.0	0.15555555555555556	0.5888888888888889	0.9991856975088046	1.3116883116883118	3.0
069070_13_tsv	A	B	0.4444444444444444	0.5227272727272727	0.5605095541401274	0.5555555555555556	0.5362318840579711	0.4394904458598726	0.5454545454545454	0.5142857142857142	15.0	0.14285714285714285	0.7047619047619048	1.8147105334540892	2.586206896551724	11.0	9.0	0.10975609756097561	0.573170731707317	1.5	2.0	4.0
pair10_10_tsv	A	B	0.8095238095238095	0.3111111111111111	0.5660377358490566	0.19047619047619047	0.6521739130434783	0.4339622641509434	0.4125	0.55	39.0	0.19402985074626866	0.6467661691542289	1.363177915543103	1.5301204819277108	6.0	28.0	0.17721518987341772	0.6518987341772152	1.3669972582709493	1.537313432835821	5.0
pair10_04_tsv	A	B	0.7142857142857143	0.3	0.6060606060606061	0.2857142857142857	0.5538461538461539	0.3939393939393939	0.36	0.6	22.0	0.19298245614035087	0.6403508771929824	1.4725962269147297	1.7272727272727273	3.0	13.0	0.16666666666666666	0.6153846153846154	1.2604408810349512	1.5161290322580645	3.0
063064_15_tsv	A	B	0.5	0.5138888888888888	0.43636363636363634	0.5	0.3978494623655914	0.5636363636363636	0.6	0.4444444444444444	14.0	0.16666666666666666	0.5119047619047619	1.2838868242312453	1.5357142857142858	3.0	18.0	0.16822429906542055	0.4766355140186916	0.6450499982850293	1.2307692307692308	3.0
153154_15_tsv	A	B	0.4074074074074074	0.44881889763779526	0.6446700507614214	0.5925925925925926	0.2857142857142857	0.3553299492385787	0.425531914893617	0.46511627906976744	27.0	0.1875	0.7083333333333334	1.5749824104908559	1.7358490566037736	6.0	8.0	0.0963855421686747	0.3493975903614458	0.7732266742876344	1.2272727272727273	2.0
045046_10_tsv	A	B	0.7368421052631579	0.36428571428571427	0.5555555555555556	0.2631578947368421	0.5446428571428571	0.4444444444444444	0.43548387096774194	0.5192307692307693	26.0	0.16883116883116883	0.6298701298701299	1.1172464934353672	1.5344827586206897	7.0	24.0	0.1875	0.65625	1.6139825116342696	1.6938775510204083	5.0
057058_16_tsv	A	B	0.6875	0.3169642857142857	0.5973333333333334	0.3125	0.6026490066225165	0.4026666666666667	0.32608695652173914	0.5172413793103449	47.0	0.188	0.656	1.1488280785210507	1.4035087719298245	3.0	27.0	0.15254237288135594	0.655367231638418	1.6648297749611913	1.8095238095238095	7.0
045046_11_tsv	A	B	0.25	0.6116504854368932	0.5852272727272727	0.75	0.2054794520547945	0.4147727272727273	0.44	0.5	19.0	0.16379310344827586	0.6293103448275862	1.501628887000571	1.7073170731707317	6.0	16.0	0.18604651162790697	0.47674418604651164	0.928604024021932	1.2727272727272727	3.0
101102_16_tsv	A	B	0.8163265306122449	0.2985781990521327	0.5796703296703297	0.1836734693877551	0.6339869281045751	0.42032967032967034	0.5063291139240507	0.5194805194805194	45.0	0.1906779661016949	0.7203389830508474	1.6437351558699185	1.801980198019802	8.0	34.0	0.18994413407821228	0.5921787709497207	0.7169622516889513	1.1975308641975309	2.0
063064_14_tsv	A	B	0.7272727272727273	0.2413793103448276	0.5087719298245614	0.2727272727272727	0.5714285714285714	0.49122807017543857	0.4727272727272727	0.5	21.0	0.16279069767441862	0.6589147286821705	1.5753474401076286	1.7954545454545454	5.0	22.0	0.1746031746031746	0.626984126984127	1.7655809687626616	1.9487179487179487	4.0
119120_16_tsv	A	B	0.6923076923076923	0.19101123595505617	0.4972067039106145	0.3076923076923077	0.4111111111111111	0.5027932960893855	0.43333333333333335	0.5777777777777777	20.0	0.18181818181818182	0.45454545454545453	0.5489544344250401	1.1904761904761905	4.0	20.0	0.18018018018018017	0.5585585585585585	1.25352321250397	1.4634146341463414	3.0
153154_14_tsv	A	B	0.75	0.23357664233576642	0.556910569105691	0.25	0.5137614678899083	0.44308943089430897	0.46153846153846156	0.5	32.0	0.20125786163522014	0.7232704402515723	1.4948203552808068	1.7333333333333334	6.0	18.0	0.14516129032258066	0.6612903225806451	1.5528372928928156	1.8409090909090908	7.0
pair10_05_tsv	A	B	0.20689655172413793	0.5882352941176471	0.44041450777202074	0.7931034482758621	0.26851851851851855	0.5595854922279793	0.5789473684210527	0.43137254901960786	17.0	0.16831683168316833	0.5841584158415841	1.6206427761280366	1.7352941176470589	4.0	23.0	0.1885245901639344	0.6147540983606558	1.2978671178306291	1.5217391304347827	4.0
pair10_11_tsv	A	B	0.32	0.45054945054945056	0.5260115606936416	0.68	0.34146341463414637	0.47398843930635837	0.5263157894736842	0.5128205128205128	17.0	0.16346153846153846	0.6730769230769231	1.7120954362128464	1.9473684210526316	7.0	14.0	0.14736842105263157	0.5684210526315789	1.3404062136890413	1.588235294117647	3.0
069070_12_tsv	A	B	0.8260869565217391	0.2647058823529412	0.5074626865671642	0.17391304347826086	0.6666666666666666	0.4925373134328358	0.5675675675675675	0.6363636363636364	15.0	0.19230769230769232	0.5897435897435898	0.6998428398862386	1.4666666666666666	7.0	16.0	0.20512820512820512	0.6410256410256411	0.9682702474096179	1.8148148148148149	10.0
051052_8_tsv	A	B	0.7777777777777778	0.32571428571428573	0.5573248407643312	0.2222222222222222	0.6187050359712231	0.4426751592356688	0.5	0.484375	31.0	0.15196078431372548	0.6666666666666666	1.8842117961704143	2.0757575757575757	9.0	21.0	0.13291139240506328	0.6075949367088608	1.2987131970931791	1.5166666666666666	4.0
135136_9_tsv	A	B	0.4166666666666667	0.49324324324324326	0.5967741935483871	0.5833333333333334	0.45	0.4032258064516129	0.5555555555555556	0.7547169811320755	33.0	0.19642857142857142	0.625	1.2488537096071892	1.4647887323943662	3.0	23.0	0.19008264462809918	0.5454545454545454	1.3998632935254998	1.5348837209302326	4.0
077078_11_tsv	A	B	0.125	0.5636363636363636	0.3416149068322981	0.875	0.1509433962264151	0.6583850931677019	0.5555555555555556	0.4	11.0	0.15492957746478872	0.4647887323943662	1.2886497645355959	1.5	3.0	17.0	0.14049586776859505	0.6033057851239669	1.4262493098393934	1.7714285714285714	7.0
065066_16_tsv	A	B	0.6923076923076923	0.35135135135135137	0.4457831325301205	0.3076923076923077	0.5543478260869565	0.5542168674698795	0.5	0.4634146341463415	13.0	0.14772727272727273	0.5340909090909091	0.8030717273241024	1.2222222222222223	3.0	20.0	0.17699115044247787	0.5663716814159292	1.25352321250397	1.4634146341463414	3.0
041042_3_tsv	A	B	0.21621621621621623	0.5174825174825175	0.5070921985815603	0.7837837837837838	0.4316546762589928	0.4929078014184397	0.4262295081967213	0.43333333333333335	33.0	0.19642857142857142	0.6547619047619048	1.3378340004918319	1.5352112676056338	4.0	30.0	0.17857142857142858	0.6369047619047619	1.136667851043432	1.457142857142857	3.0
049050_5_tsv	A	B	0.3225806451612903	0.5398230088495575	0.46311475409836067	0.6774193548387096	0.3282442748091603	0.5368852459016393	0.5	0.3728813559322034	22.0	0.171875	0.671875	1.3090909691036432	1.509090909090909	3.0	28.0	0.18666666666666668	0.6666666666666666	1.970923755804649	2.183673469387755	7.0
011012_11_tsv	A	B	0.3235294117647059	0.5350877192982456	0.44015444015444016	0.6764705882352942	0.31724137931034485	0.5598455598455598	0.5294117647058824	0.48214285714285715	27.0	0.20930232558139536	0.7054263565891473	1.6347924202729718	1.74	5.0	33.0	0.2088607594936709	0.7658227848101266	1.6037848199558435	1.7714285714285714	5.0
121122_11_tsv	A	B	0.14285714285714285	0.725	0.46511627906976744	0.8571428571428571	0.2608695652173913	0.5348837209302325	0.6341463414634146	0.5098039215686274	17.0	0.17346938775510204	0.5204081632653061	1.0693857385344487	1.4	4.0	19.0	0.18095238095238095	0.5714285714285714	1.0462142562183352	1.3333333333333333	3.0
043044_13_tsv	A	B	0.30434782608695654	0.40625	0.5748502994011976	0.6956521739130435	0.36619718309859156	0.4251497005988024	0.4117647058823529	0.5384615384615384	19.0	0.1743119266055046	0.5871559633027523	0.7938758497427927	1.4047619047619047	7.0	14.0	0.17073170731707318	0.5609756097560976	1.014097655573916	1.3125	3.0
153154_8_tsv	A	B	0.6530612244897959	0.37606837606837606	0.6536312849162011	0.3469387755102041	0.5967741935483871	0.3463687150837989	0.40476190476190477	0.5862068965517241	49.0	0.18631178707224336	0.7186311787072244	1.5185959937722624	1.6037735849056605	5.0	21.0	0.14685314685314685	0.5804195804195804	1.1388967891212802	1.3928571428571428	4.0
049050_15_tsv	A	B	0.29545454545454547	0.5752212389380531	0.44664031620553357	0.7045454545454546	0.39285714285714285	0.5533596837944664	0.6	0.5357142857142857	24.0	0.17518248175182483	0.6131386861313869	1.1959905850672135	1.4107142857142858	4.0	33.0	0.2088607594936709	0.7278481012658228	1.404678473063571	1.6111111111111112	4.0
143144_3_tsv	A	B	0.16666666666666666	0.5357142857142857	0.5384615384615384	0.8333333333333334	0.4583333333333333	0.46153846153846156	0.42857142857142855	0.5454545454545454	6.0	0.16666666666666666	0.5833333333333334	1.8464393446710157	2.1	4.0	6.0	0.1935483870967742	0.5806451612903226	1.5219280948873624	1.8	3.0
pair07_09_tsv	A	B	0.16	0.5111111111111111	0.33707865168539325	0.84	0.2033898305084746	0.6629213483146067	0.5128205128205128	0.2702702702702703	15.0	0.14423076923076922	0.6153846153846154	1.496052513383267	1.605263157894737	4.0	43.0	0.22395833333333334	0.734375	1.1316066308938546	1.3820224719101124	3.0
pair24_15_tsv	A	B	0.3888888888888889	0.4473684210526316	0.5135135135135135	0.6111111111111112	0.2638888888888889	0.4864864864864865	0.4117647058823529	0.32558139534883723	20.0	0.21739130434782608	0.6739130434782609	1.4475006423111374	1.7142857142857142	4.0	16.0	0.1839080459770115	0.4482758620689655	0.672294817075638	1.1764705882352942	2.0
pair24_01_tsv	A	B	0.5714285714285714	0.4268292682926829	0.48520710059171596	0.42857142857142855	0.3218390804597701	0.514792899408284	0.5	0.37209302325581395	15.0	0.1595744680851064	0.6702127659574468	1.658040253688799	2.1333333333333333	6.0	20.0	0.20833333333333334	0.6354166666666666	1.3320094867525027	1.5476190476190477	5.0
005006_5_tsv	A	B	0.3	0.43859649122807015	0.3081081081081081	0.7	0.28125	0.6918918918918919	0.4	0.2857142857142857	8.0	0.11267605633802817	0.323943661971831	0.4854607607459134	1.105263157894737	2.0	30.0	0.2127659574468085	0.6737588652482269	1.1172724997133192	1.373134328358209	3.0
pair23_08_tsv	A	B	0.6666666666666666	0.488	0.4528985507246377	0.3333333333333333	0.4768211920529801	0.5471014492753623	0.6382978723404256	0.45454545454545453	26.0	0.16774193548387098	0.6387096774193548	1.5867049895624514	1.7796610169491525	6.0	41.0	0.2303370786516854	0.6741573033707865	1.0850905301006337	1.3563218390804597	4.0
067068_3_tsv	A	B	0.6	0.38461538461538464	0.37681159420289856	0.4	0.3953488372093023	0.6231884057971014	0.6666666666666666	0.2962962962962963	7.0	0.19444444444444445	0.6111111111111112	1.7609640474436812	2.2	5.0	9.0	0.1836734693877551	0.5306122448979592	1.3995812306460644	1.7333333333333334	4.0
077078_8_tsv	A	B	0.8181818181818182	0.200836820083682	0.6128205128205129	0.18181818181818182	0.543046357615894	0.3871794871794872	0.30303030303030304	0.46875	49.0	0.1856060606060606	0.6818181818181818	1.4400652636301372	1.576271186440678	4.0	32.0	0.1797752808988764	0.6348314606741573	1.0824882339111306	1.4533333333333334	8.0
131132_7_tsv	A	B	0.058823529411764705	0.5454545454545454	0.3055555555555556	0.9411764705882353	0.216	0.6944444444444444	0.45714285714285713	0.25806451612903225	10.0	0.14084507042253522	0.39436619718309857	0.6665783579949205	1.173913043478261	2.0	27.0	0.19148936170212766	0.6028368794326241	1.2363602267240839	1.4406779661016949	4.0
019020_3_tsv	A	B	0.375	0.43137254901960786	0.5543478260869565	0.625	0.34146341463414637	0.44565217391304346	0.40476190476190477	0.4857142857142857	19.0	0.16666666666666666	0.6666666666666666	2.019028324846807	2.361111111111111	6.0	14.0	0.15053763440860216	0.6666666666666666	1.9644052674484187	2.5217391304347827	8.0
055056_6_tsv	A	B	0.7619047619047619	0.25	0.5614035087719298	0.23809523809523808	0.5733333333333334	0.43859649122807015	0.35185185185185186	0.4418604651162791	19.0	0.16666666666666666	0.5526315789473685	1.238492276357118	1.5365853658536586	6.0	13.0	0.14130434782608695	0.4891304347826087	0.9466860869123459	1.375	3.0
063064_4_tsv	A	B	0.6666666666666666	0.35	0.5714285714285714	0.3333333333333333	0.4444444444444444	0.42857142857142855	0.2857142857142857	0.4	12.0	0.17391304347826086	0.4927536231884058	0.7793498372920851	1.2307692307692308	2.0	8.0	0.14285714285714285	0.48214285714285715	1.7924812503605778	2.1666666666666665	5.0
097098_6_tsv	A	B	0.6923076923076923	0.3355263157894737	0.5170068027210885	0.3076923076923077	0.4788732394366197	0.48299319727891155	0.4225352112676056	0.40540540540540543	34.0	0.19767441860465115	0.6453488372093024	1.603423903955079	1.7580645161290323	6.0	26.0	0.16149068322981366	0.5900621118012422	1.3203310582353232	1.5245901639344261	5.0
pair15_09_tsv	A	B	0.2702702702702703	0.6126126126126126	0.3881118881118881	0.7297297297297297	0.3142857142857143	0.6118881118881119	0.54	0.4153846153846154	23.0	0.17557251908396945	0.6259541984732825	1.2183557782765395	1.5192307692307692	4.0	41.0	0.20918367346938777	0.7142857142857143	1.718058301957703	1.8395061728395061	4.0
pair12_14_tsv	A	B	0.5454545454545454	0.40476190476190477	0.5121951219512195	0.45454545454545453	0.475	0.4878048780487805	0.46153846153846156	0.6	8.0	0.16326530612244897	0.5306122448979592	1.4256051990169438	1.6666666666666667	4.0	5.0	0.10416666666666667	0.6458333333333334	1.3092966682370037	3.1818181818181817	8.0
039040_9_tsv	A	B	0.2903225806451613	0.4117647058823529	0.5551020408163265	0.7096774193548387	0.3761467889908257	0.4448979591836735	0.37333333333333335	0.509090909090909	27.0	0.17647058823529413	0.5620915032679739	1.236492510335934	1.4262295081967213	4.0	20.0	0.14925373134328357	0.5373134328358209	1.3435068433729342	1.675	5.0
pair12_02_tsv	A	B	0.9333333333333333	0.22807017543859648	0.6063829787234043	0.06666666666666667	0.7297297297297297	0.39361702127659576	0.3888888888888889	0.6363636363636364	14.0	0.2153846153846154	0.5076923076923077	0.5665095065529053	1.1333333333333333	2.0	8.0	0.1568627450980392	0.45098039215686275	1.419556298571613	1.7692307692307692	4.0
pair12_16_tsv	A	B	0.9310344827586207	0.13333333333333333	0.5625	0.06896551724137931	0.42857142857142855	0.4375	0.4186046511627907	0.47368421052631576	24.0	0.2376237623762376	0.6435643564356436	1.306170651709187	1.4782608695652173	4.0	17.0	0.20238095238095238	0.5714285714285714	1.098397117295888	1.5	5.0
097098_4_tsv	A	B	0.7647058823529411	0.3064516129032258	0.5040650406504065	0.23529411764705882	0.4262295081967213	0.4959349593495935	0.4722222222222222	0.5	11.0	0.14864864864864866	0.5405405405405406	0.8929427417665807	1.8571428571428572	8.0	15.0	0.2054794520547945	0.6027397260273972	0.9055872616982603	1.4666666666666666	6.0
131132_5_tsv	A	B	0.2602739726027397	0.6311111111111111	0.41058394160583944	0.7397260273972602	0.42724458204334365	0.5894160583941606	0.6222222222222222	0.5436893203883495	45.0	0.1601423487544484	0.594306049822064	1.097055661190866	1.3583333333333334	3.0	77.0	0.212707182320442	0.7486187845303868	1.3487920820031463	1.4973262032085561	5.0
063064_6_tsv	A	B	0.7727272727272727	0.2702702702702703	0.5522388059701493	0.22727272727272727	0.625	0.44776119402985076	0.4925373134328358	0.673469387755102	35.0	0.21739130434782608	0.6894409937888198	1.2226623666381031	1.4507042253521127	5.0	34.0	0.2463768115942029	0.7246376811594203	1.3582762278019085	1.5217391304347827	4.0
055056_4_tsv	A	B	0.4666666666666667	0.2631578947368421	0.5714285714285714	0.5333333333333333	0.3684210526315789	0.42857142857142855	0.25	0.4	12.0	0.13186813186813187	0.42857142857142855	0.9989525689736319	1.3846153846153846	4.0	10.0	0.13513513513513514	0.4864864864864865	1.2177968115985955	1.44	3.0
019020_1_tsv	A	B	0.20833333333333334	0.5698924731182796	0.5602409638554217	0.7916666666666666	0.2465753424657534	0.4397590361445783	0.4146341463414634	0.4722222222222222	22.0	0.21782178217821782	0.7128712871287128	1.532419498446859	1.7619047619047619	6.0	14.0	0.17073170731707318	0.6341463414634146	1.4963431039381423	1.7741935483870968	5.0
067068_1_tsv	A	B	0.4782608695652174	0.45098039215686275	0.4146341463414634	0.5217391304347826	0.4027777777777778	0.5853658536585366	0.6428571428571429	0.4090909090909091	11.0	0.1864406779661017	0.6101694915254238	0.9373012413074895	1.5909090909090908	4.0	15.0	0.1875	0.525	0.9990102708804813	1.4814814814814814	2.0
027028_9_tsv	A	B	0.2631578947368421	0.46923076923076923	0.49808429118773945	0.7368421052631579	0.2595419847328244	0.5019157088122606	0.4383561643835616	0.5161290322580645	32.0	0.2064516129032258	0.5483870967741935	0.8790871599638368	1.2769230769230768	4.0	28.0	0.1794871794871795	0.6025641025641025	0.8637665728804798	1.24	3.0
005006_7_tsv	A	B	0.6	0.30434782608695654	0.40350877192982454	0.4	0.20588235294117646	0.5964912280701754	0.36363636363636365	0.16666666666666666	7.0	0.23333333333333334	0.6	1.3709505944546685	1.8	4.0	5.0	0.12195121951219512	0.34146341463414637	1.5566567074628228	2.0	3.0
pair24_03_tsv	A	B	0.41935483870967744	0.5714285714285714	0.5685279187817259	0.5806451612903226	0.4	0.43147208121827413	0.5652173913043478	0.52	28.0	0.2204724409448819	0.6850393700787402	1.2295739042479734	1.4576271186440677	4.0	16.0	0.15841584158415842	0.4752475247524752	1.1965094976219794	1.4411764705882353	3.0
037038_2_tsv	A	B	0.6666666666666666	0.1935483870967742	0.5961538461538461	0.3333333333333333	0.4523809523809524	0.40384615384615385	0.36585365853658536	0.5172413793103449	13.0	0.18309859154929578	0.4507042253521127	0.7943095546405661	1.24	3.0	8.0	0.1509433962264151	0.41509433962264153	0.4689955935892812	1.1	2.0
